rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_lss_5_yrs_nm, number_businesses_industry_30_june_arts_recreation_services_num, business_exits_year_ended_30_june_number_non_employing_num, tourist_accommodation_establishments_30_june_15_rooms_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_pblc_admnstr_sfty_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_hvy_rgd_trcks_nm, rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_10_yrs_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_mtrcycls_nm, registered_motor_vehicles_type_vehicle_31_january_total_num, number_of_businesses_by_industry_as_at_30_june_retail_trade_num, bldng_apprvls_yr_endd_30_jne_ttl_vle_prvte_sctr_dwllng_unts_m, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_edctn_trnng_pc, nmbr_bsnsss_indstry_30_jne_admnstrtve_spprt_srvcs_nm, bldng_apprvls_yr_endd_30_jne_vle_prvte_sctr_hss_m, rsdntl_prprty_prcs_yr_endd_30_jne_hss_mdn_sle_prce, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_mnfctrng_pc, rsdntl_prprty_prcs_yr_endd_30_jne_hss_nmbr_trnsfrs_nm, nmbr_bsnsss_indstry_30_jne_elctrcty_gs_wtr_wste_srvcs_nm, number_businesses_industry_30_june_currently_unknown_num, number_businesses_30_june_total_number_of_businesses_num, sa2_name_2016, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_20_emplys_nm, bldng_apprvls_yr_endd_30_jne_prvte_sctr_dwllngs_excldng_hss_nm, bldng_aprvls_yr_end_30_jne_vle_prvte_sctr_dwlngs_excldng_hs_m, rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_5_10_yrs_nm, number_businesses_30_june_of_employing_5_19_employees_num, business_entries_year_ended_30_june_total_number_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_infrmt_mda_tlcmns_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_elctry_gs_wtr_wste_srvc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_lght_rgd_trcks_nm, number_businesses_30_june_of_employing_20_employees_num, number_businesses_industry_30_june_wholesale_trade_num, building_approvals_year_ended_30_june_private_sector_houses_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_fncl_insrce_srvc_pc, number_of_businesses_by_industry_as_at_30_june_construction_num, nmbr_bsnsss_indstry_30_jne_pblc_admnstrtn_sfty_nm, nmbr_bsnsss_indstry_30_jne_hlth_cre_scl_assstnce_nm, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_5_19_emplys_nm, number_businesses_30_june_of_employing_1_4_employees_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_admnstrve_sprt_srvc_pc, registered_motor_vehicles_type_fuel_31_january_electric_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_acmdtn_fd_srvc_pc, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_5_19_emplys_nm, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_whlsle_trde_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_arts_rctn_srvc_pc, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_1_4_emplys_nm, number_businesses_industry_30_june_manufacturing_num, rgstrd_mtr_vhcls_type_vhcle_31_jnry_nn_frght_crryng_trcks_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_cmprvns_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_prfsnl_scntf_tchnl_srvc, nmbr_bsnsss_indstry_30_jne_agrcltre_frstry_fshng_nm, nmbr_bsnsss_indstry_30_jne_fnncl_insrnce_srvcs_nm, building_approvals_year_ended_30_june_value_non_residential_m, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_srvcs_pc, nmbr_bsnsss_indstry_30_jne_infrmtn_mda_tlcmmnctns_nm, registered_motor_vehicles_type_vehicle_31_january_buses_num, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_rtl_trde_pc, building_approvals_year_ended_30_june_total_dwelling_units_num, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_1_4_emplys_nm, number_businesses_industry_30_june_of_by_total_num, business_entries_year_ended_30_june_number_non_employing_num, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_cnstrctn_pc, building_approvals_year_ended_30_june_value_of_total_building_m, number_businesses_30_june_of_non_employing_num, building_approvals_year_ended_30_june_value_residential_m, registered_motor_vehicles_type_vehicle_31_january_passenger_num, number_businesses_industry_30_june_services_num, nmbr_bsnsss_indstry_30_jne_trnsprt_pstl_wrhsng_nm, number_of_businesses_by_industry_as_at_30_june_mining_num, business_exits_year_ended_30_june_total_number_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_trnsp_pstl_wrhsng_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_indqtly_dscrb_std_pc, nmbr_bsnsss_indstry_30_jne_accmmdtn_fd_srvcs_nm, rsdntl_prty_prcs_yr_end_30_jne_atchd_dwlngs_nmbr_trnsf_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_agrclte_frsty_fshng_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_artcltd_trcks_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_hlt_cre_scl_astnce_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_lght_cmmrcl_nm, registered_motor_vehicles_type_fuel_31_january_lpgdualother_num, sa2_maincode_2016, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_20_emplys_nm, nmbr_bsnsss_indstry_30_jne_rntl_hrng_rl_estte_srvcs_nm, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_mnng_pc, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_ttl_nm, rsdntl_prprty_prcs_yr_endd_30_jne_attchd_dwllngs_mdn_sle_prce, yr, registered_motor_vehicles_type_fuel_31_january_petrol_num, number_businesses_industry_30_june_education_training_num, nmbr_bsnsss_indstry_30_jne_prfssnl_scntfc_tchncl_srvcs_nm, bldng_apprvls_yr_endd_30_jne_ttl_prvte_sctr_dwllng_unts_nm, registered_motor_vehicles_type_fuel_31_january_diesel_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_rntl_hrng_rl_est_srvc_p
5546,50,221,null,null,139,6504,460,15740,357,79,null,91,14,897500.0,null,144,6,18,2676,"Preston - East",null,223,65,3688,268,442,null,null,147,207,167,22,null,378,11,135,14,652,null,8,null,11,null,null,70,135,9,21,null,10,193,29,null,29,64,null,253,85,2676,338,null,109,1554,80,12952,116,167,null,304,null,null,130,284,null,19,null,1930,377,"209021428",3,383,null,null,517500.0,2019,12797,40,260,245,2557,null
3350,19,96,null,null,85,3950,280,9545,55,45,null,36,25,972000.0,null,85,null,3,859,"Preston - West",null,75,20,2243,30,161,null,null,89,4,20,43,null,147,11,62,6,189,null,5,null,null,null,null,15,18,6,13,null,3,63,2,null,13,39,null,118,22,859,134,null,48,635,46,7855,26,95,null,123,null,null,32,98,null,12,null,1168,231,"209021429",null,84,null,null,580000.0,2019,7759,13,149,118,1549,null
5999,52,219,null,null,184,7374,837,19077,146,56,null,100,22,907600.0,null,195,8,4,2375,"Eltham",null,105,34,5691,188,273,null,null,75,37,63,22,null,522,5,162,16,698,null,14,null,5,null,null,38,89,5,29,null,17,234,14,null,30,24,null,128,64,2375,203,null,71,1454,57,15657,103,64,null,266,null,null,65,75,null,16,null,2251,412,"209031209",null,221,null,null,634000.0,2019,14877,50,449,127,3780,null
3526,23,120,null,null,129,4581,606,11381,55,34,null,41,32,752500.0,null,163,4,3,1170,"Wattle Glen - Diamond Creek",null,8,2,3255,68,156,null,null,50,15,32,52,null,414,7,54,4,365,null,6,null,3,null,null,27,28,5,17,null,12,85,3,null,4,101,null,60,27,1170,132,null,37,723,35,8798,59,67,null,152,null,null,36,33,null,10,null,1659,291,"209031215",3,76,null,null,598750.0,2019,8683,19,141,60,2396,null
3147,6,109,null,null,229,4278,262,10259,41,5,null,47,4,553000.0,null,100,null,3,850,"Epping - East",null,4,1,2825,20,210,null,null,84,3,23,8,null,216,3,36,3,155,null,5,null,3,null,null,20,29,12,11,null,3,42,2,null,7,23,null,12,23,850,183,null,7,668,5,8336,36,244,null,129,null,null,25,32,null,38,null,1262,348,"209041431",null,43,null,null,358000.0,2019,8020,13,45,12,1883,null
1998,3,97,null,null,145,2716,167,6514,82,5,null,37,1,595000.0,null,68,5,null,1013,"Epping - South",null,14,4,1794,129,184,null,null,53,37,32,3,null,176,8,54,5,253,null,3,null,4,null,null,31,92,7,7,null,3,31,174,null,7,14,null,17,32,1013,146,null,180,591,6,5293,77,212,null,134,null,null,49,30,null,24,null,801,221,"209041432",3,89,null,null,400000.0,2019,5093,13,50,17,1196,null
1710,4,63,null,null,41,2317,166,5597,44,20,null,33,4,695500.0,null,49,null,3,807,"Bundoora - North",null,65,16,1572,71,152,null,null,29,16,34,4,null,147,3,65,8,206,null,3,null,5,null,null,18,26,null,5,null,4,61,27,null,9,131,null,69,36,807,114,null,47,508,20,4701,27,93,null,87,null,null,42,34,null,null,null,517,136,"209041216",null,75,null,null,370000.0,2019,4579,10,124,69,879,null
1417,3,55,null,null,34,1919,138,4638,36,27,null,33,1,655000.0,null,53,3,null,516,"Bundoora - West",null,99,25,1302,28,109,null,null,24,5,14,3,null,124,3,41,null,132,null,null,null,3,null,null,14,16,null,4,null,3,22,1,null,8,109,null,102,19,516,84,null,29,352,27,3895,17,84,null,69,null,null,32,20,null,null,null,429,113,"209041217",null,29,null,null,511000.0,2019,3794,3,46,102,729,null
3531,5,199,null,null,168,8124,340,15735,103,17,null,90,10,590000.0,null,205,9,8,1554,"Lalor",null,35,8,4075,89,390,null,null,100,10,57,22,null,333,4,72,6,331,null,3,null,3,null,null,35,41,8,9,null,16,49,53,null,14,27,null,57,71,1554,310,null,71,1120,18,13655,71,413,null,240,null,null,83,39,null,27,null,1400,628,"209041219",null,102,null,null,410000.0,2019,13228,12,86,57,1877,null
3762,13,149,null,null,121,5894,398,13467,78,23,null,70,8,628000.0,null,150,3,null,1361,"Mill Park - North",3,52,15,3808,83,244,null,null,55,15,29,16,null,357,7,73,13,356,null,3,null,5,null,null,40,31,8,8,null,8,117,36,null,7,11,null,68,61,1361,180,null,59,911,23,11525,66,169,null,197,null,null,76,45,null,19,null,1321,369,"209041220",null,125,null,null,450000.0,2019,11299,20,111,68,1800,null
5159,22,267,null,null,705,9020,430,19010,190,16,null,105,7,600000.0,null,169,23,4,2953,"Thomastown",4,41,9,4822,425,467,null,null,314,121,246,23,null,515,20,69,19,653,null,10,null,10,null,null,75,357,27,20,null,8,170,35,null,18,44,null,64,71,2953,381,null,51,1752,16,14232,190,443,3,363,null,null,61,61,null,92,null,3148,673,"209041223",3,352,null,null,449000.0,2019,14088,20,147,64,4235,null
3047,5,71,null,null,107,3337,332,9030,42,15,null,46,15,595000.0,null,119,3,null,753,"South Morang (South)",null,null,null,2641,48,164,null,null,45,6,23,51,null,192,5,40,5,179,null,3,null,3,null,null,23,22,null,14,null,3,37,10,null,3,16,null,51,24,753,141,null,25,515,15,7501,35,136,3,97,null,null,37,32,null,27,null,987,245,"209041436",null,64,null,null,432500.0,2019,7310,13,50,51,1470,null
null,null,9,null,null,null,null,null,null,5,null,null,12,null,null,null,null,3,3,137,"Essendon Airport",null,null,null,null,20,13,null,null,null,17,3,null,null,4,null,3,null,35,null,null,null,3,null,null,3,4,null,null,null,null,8,51,null,5,null,null,null,3,137,12,null,51,65,null,null,5,25,null,16,null,null,11,null,null,null,null,null,null,"210011227",null,17,null,null,null,2019,null,4,13,null,null,null
2297,21,172,null,null,129,3051,269,7546,106,15,null,80,14,770000.0,null,68,19,7,2485,"Keilor",3,4,1,2202,387,256,null,null,55,184,209,22,null,553,14,55,9,567,null,null,null,16,null,null,49,225,8,37,null,13,245,29,null,10,16,null,26,51,2485,184,null,45,1351,16,6042,123,150,3,234,null,null,43,7,null,15,null,985,200,"210011228",3,408,null,null,558500.0,2019,5890,20,167,26,1456,null
3711,25,105,null,null,227,5021,717,12162,61,68,null,42,63,740000.0,null,130,8,null,1352,"Gisborne",null,20,5,3423,106,210,null,null,110,36,41,148,null,327,6,69,4,406,null,3,null,6,null,null,24,67,15,41,null,63,118,12,null,14,14,null,168,51,1352,151,null,82,807,70,8848,63,56,null,137,null,null,39,20,null,51,null,2144,417,"210021232",3,115,null,null,512500.0,2019,8193,23,210,168,3557,null
1104,4,28,null,null,72,1873,253,4126,15,14,null,13,14,710000.0,null,26,3,3,355,"Riddells Creek",null,null,null,1153,23,46,null,null,30,6,5,41,null,114,null,15,null,108,null,null,null,3,null,null,9,11,4,16,null,25,24,1,null,3,6,null,42,14,355,34,null,15,217,15,2868,21,10,null,33,null,null,7,16,null,6,null,869,223,"210021234",null,25,null,null,515000.0,2019,2706,9,39,41,1196,null
2506,23,85,null,null,277,5205,572,10280,47,38,null,27,36,535000.0,null,102,3,null,1031,"Romsey",null,9,2,2561,77,114,null,null,90,8,24,95,null,222,3,31,5,282,null,5,null,3,null,null,26,48,7,41,null,220,54,4,null,11,39,null,104,33,1031,74,null,43,667,39,6790,47,75,null,122,null,null,27,8,null,58,null,2415,557,"210021235",null,65,null,null,372500.0,2019,6572,12,92,104,3136,null
3888,11,94,null,null,229,2874,297,9100,52,48,null,27,32,1200000.0,null,123,null,null,914,"Strathmore",null,49,16,2333,61,149,null,null,48,10,22,31,null,176,4,58,3,231,null,null,null,null,null,null,26,27,9,8,null,10,128,9,null,8,15,null,80,33,914,112,null,58,615,49,7305,27,57,null,124,null,null,34,36,null,210,null,977,139,"210011231",null,114,null,null,706000.0,2019,6800,10,143,80,2154,null
883,12,40,null,null,33,1474,203,3230,20,8,null,17,8,840000.0,null,32,null,3,343,"Macedon",null,null,null,872,21,41,null,null,17,3,6,8,null,68,null,13,3,102,null,null,null,3,null,null,13,9,null,15,null,18,46,1,null,4,6,null,8,8,343,27,null,9,216,8,2411,3,7,null,47,null,null,12,null,null,3,null,543,104,"210021233",null,31,null,null,null,2019,2243,12,57,8,882,null
1391,16,124,null,null,65,2481,189,5409,81,12,null,35,7,770000.0,null,88,null,7,1174,"Coburg North",null,18,5,1535,134,194,null,null,42,38,94,11,null,179,3,25,6,296,null,4,null,4,null,null,23,127,4,15,null,3,45,7,null,13,25,null,29,37,1174,151,null,19,698,12,4486,120,117,null,153,null,null,30,32,null,4,null,580,228,"210031236",3,150,null,null,610000.0,2019,4365,12,111,29,811,null
2270,11,166,null,null,87,4928,262,9716,67,19,null,55,8,670000.0,null,117,3,3,1197,"Fawkner",null,46,11,2519,33,295,null,null,65,8,35,26,null,192,15,58,null,219,null,6,null,null,null,null,28,33,5,26,null,4,29,4,null,6,16,null,72,35,1197,257,null,23,930,19,8305,56,441,null,200,null,null,37,54,null,4,null,942,479,"210031237",null,53,null,null,490000.0,2019,7992,8,92,72,1241,null
2612,6,92,null,null,76,3099,290,8056,40,15,null,23,10,875000.0,null,89,null,null,777,"Ringwood North",null,15,4,2343,47,104,null,null,35,9,25,13,null,191,null,45,3,209,null,3,null,null,null,null,23,10,3,17,null,8,98,1,null,6,30,null,28,12,777,94,null,16,520,16,6724,31,29,3,115,null,null,19,23,null,3,null,880,174,"211031268",null,79,null,null,711000.0,2019,6396,10,151,28,1484,null
4481,23,217,null,null,126,7041,530,16088,73,52,null,100,22,828150.0,null,182,3,8,1689,"Pascoe Vale",null,118,30,4560,75,354,null,null,75,8,45,47,null,401,11,102,3,373,null,5,null,3,null,null,39,47,7,21,null,3,111,1,null,18,19,null,165,60,1689,296,null,53,1230,52,13865,58,245,null,257,null,null,60,274,null,5,null,1445,440,"210031239",null,140,null,null,621000.0,2019,13513,29,200,165,2126,null
3820,16,249,null,null,154,7173,454,15287,88,56,null,117,15,682250.0,null,182,4,9,1776,"Glenroy",null,183,41,4293,71,494,null,null,84,18,38,51,null,389,28,78,3,343,null,3,null,3,null,null,40,43,9,21,null,3,54,2,null,12,25,null,307,70,1776,421,null,76,1346,74,13111,77,519,null,289,null,null,70,257,null,16,null,1422,564,"210031438",null,95,null,null,520000.0,2019,12729,23,133,234,1991,null
964,3,45,null,null,39,1811,114,3859,18,14,null,14,6,725000.0,null,72,3,3,397,"Hadfield",3,32,7,1084,16,96,null,null,21,3,4,22,null,106,5,9,null,85,null,null,null,null,null,null,15,9,null,5,null,null,17,2,null,3,6,null,55,16,397,78,null,16,288,14,3310,18,97,null,62,null,null,12,32,null,4,null,359,142,"210031440",null,29,null,null,542500.0,2019,3214,7,30,54,503,null
3186,9,88,null,null,162,4707,596,10976,53,23,null,32,22,547000.0,null,183,3,6,930,"Sunbury",null,4,1,3080,57,146,null,null,57,10,28,54,null,274,3,42,3,273,null,3,null,3,null,null,23,32,11,17,null,30,105,5,null,null,41,null,58,32,930,107,null,28,595,24,8440,36,79,null,113,null,null,21,null,null,18,null,1635,373,"210041240",null,67,null,null,null,2019,8402,10,85,58,2199,null
3752,5,34,null,null,170,1229,72,5883,5,3,null,11,3,735000.0,null,25,null,5,191,"Gowanbrae",null,null,null,900,10,40,null,null,89,null,3,4,null,38,3,11,3,38,null,null,null,null,null,null,3,9,6,4,null,null,23,null,null,null,63,null,4,4,191,37,null,3,146,3,4786,3,23,null,35,null,null,8,10,null,33,null,659,97,"210031439",null,9,null,null,613000.0,2019,4660,11,30,4,1125,null
378,3,10,null,null,353,204,6,933,null,null,null,3,null,null,null,null,null,null,66,"Melbourne Airport",null,null,null,351,13,6,null,null,75,14,7,null,null,3,null,null,null,13,null,null,null,null,null,null,null,null,20,null,null,null,6,221,null,null,104,null,null,3,66,3,null,221,28,null,202,3,18,null,9,null,null,7,null,null,61,null,105,47,"210051248",null,8,null,null,null,2019,202,null,null,null,679,null
1646,6,121,null,null,174,4998,203,8889,70,27,null,91,5,523000.0,null,142,11,null,1147,"Broadmeadows",3,106,22,2240,70,330,null,null,69,54,50,21,null,207,12,44,3,165,null,4,null,3,null,null,30,55,9,14,null,null,23,220,null,3,65,null,132,34,1147,289,null,249,862,29,7333,42,354,null,154,null,null,26,88,null,18,null,1006,488,"210051242",3,51,null,null,422000.0,2019,7013,22,67,127,1382,null
5811,9,266,null,null,1307,8429,545,19010,205,11,null,141,7,475000.0,null,130,28,10,3261,"Campbellfield - Coolaroo",5,27,4,4756,497,558,null,null,562,220,326,16,null,545,11,76,16,748,null,4,null,9,null,null,79,552,80,45,null,7,124,80,null,11,104,null,45,112,3261,426,null,91,1800,12,11743,195,420,4,372,null,null,87,40,null,251,null,4371,845,"210051243",5,346,null,null,370000.0,2019,11599,11,147,43,6567,null
8272,7,61,null,null,375,2710,158,12969,39,9,null,26,2,625000.0,null,53,3,null,782,"Tullamarine",null,34,7,1985,112,111,null,null,197,29,70,7,null,119,7,14,5,203,null,null,null,null,null,null,25,59,13,8,null,5,46,2,null,5,140,null,41,29,782,77,null,12,436,10,10550,63,149,null,94,null,null,28,60,null,73,null,1453,213,"210051250",null,84,null,null,480000.0,2019,10272,5,46,41,2480,null
3637,9,153,null,null,261,3937,225,10824,64,74,null,91,67,647000.0,null,168,3,3,1228,"Lynbrook - Lyndhurst",3,26,7,3258,53,300,null,null,61,23,36,181,null,207,7,53,3,243,null,3,null,3,null,null,36,37,4,16,null,10,50,4,null,13,20,null,207,48,1228,257,null,78,912,74,9241,54,353,null,188,null,null,44,11,null,92,null,902,318,"212031306",null,63,null,null,405000.0,2019,8542,18,117,207,1956,null
12977,10,131,null,null,540,6944,483,24668,57,15,null,71,3,622500.0,null,176,3,null,1146,"Gladstone Park - Westmeadows",null,64,12,4734,70,214,null,null,285,30,35,9,null,329,5,47,3,291,null,5,null,3,null,null,38,33,20,14,null,10,70,4,null,3,340,null,118,40,1146,166,null,28,758,24,20038,47,158,null,170,null,null,53,40,null,111,null,2828,506,"210051245",null,103,null,null,507750.0,2019,19666,10,94,73,4490,null
2098,21,64,null,null,229,3424,535,7564,33,12,null,20,12,600000.0,null,93,9,null,812,"Pearcedale - Tooradin",3,null,null,2021,75,108,null,null,98,10,24,29,null,303,null,9,3,244,null,null,null,null,null,null,22,48,7,32,null,80,35,2,null,4,14,null,29,30,812,74,null,15,487,13,5014,34,65,null,95,null,null,8,null,null,66,null,1584,340,"212031308",null,60,null,null,null,2019,5083,9,62,29,2144,null
1874,null,152,null,null,179,5785,187,10231,32,7,null,51,5,485000.0,null,104,null,null,857,"Meadow Heights",null,11,2,2576,19,229,null,null,78,null,11,18,null,220,11,34,3,134,null,5,null,3,null,null,24,25,16,17,null,null,21,null,null,5,59,null,29,22,857,206,null,8,706,8,8571,37,301,null,179,null,null,28,32,null,41,null,1073,559,"210051247",null,31,null,null,375000.0,2019,8167,7,31,29,1504,null
10831,38,678,null,null,1675,13130,468,31890,482,75,null,306,14,600000.0,null,127,44,18,7030,"Dandenong",13,208,61,7922,1026,1156,null,null,653,519,648,31,null,1135,20,177,51,1475,null,31,null,42,null,null,143,953,69,42,null,46,382,187,null,26,572,null,249,194,7030,922,null,266,4018,79,22823,415,875,7,879,null,null,212,483,null,404,null,5181,1055,"212041311",4,825,null,null,350000.0,2019,22063,40,377,239,8735,null
7953,11,207,null,null,1230,9641,343,23414,66,14,null,104,11,600000.0,null,179,7,5,1395,"Dandenong North",null,12,3,5816,53,328,null,null,480,4,33,19,null,355,9,49,5,296,null,23,null,6,null,null,38,52,51,31,null,10,57,9,null,7,420,null,43,39,1395,286,null,27,1042,17,16756,54,342,null,248,null,null,47,41,null,296,null,3805,775,"212041312",null,66,null,null,445000.0,2019,16199,15,105,31,6414,null
5488,10,236,null,null,572,7903,461,18887,85,49,null,161,40,540000.0,null,242,6,3,1780,"Roxburgh Park - Somerton",null,43,9,5490,98,406,null,null,196,38,66,158,null,408,7,78,5,332,null,6,null,5,null,null,39,88,27,20,null,7,58,33,null,13,57,null,201,59,1780,340,null,82,1319,50,15143,100,435,null,280,null,null,57,18,null,258,null,2157,794,"210051249",null,113,null,null,435000.0,2019,14446,14,82,201,3643,null
1849,3,92,null,null,114,2841,174,6603,27,3,null,33,2,507750.0,null,83,null,null,497,"Craigieburn - Central",null,6,1,1911,24,136,null,null,40,3,12,6,null,101,3,29,3,105,null,null,null,null,null,null,27,5,8,8,null,null,9,3,null,3,14,null,12,24,497,114,null,6,368,3,5575,16,186,null,121,null,null,24,13,null,28,null,643,291,"210051441",null,14,null,null,380000.0,2019,5295,12,29,12,1015,null
2549,5,132,null,null,157,3916,240,9102,27,11,null,64,11,530000.0,null,135,5,null,834,"Craigieburn - North",null,null,null,2634,27,251,null,null,56,3,10,24,null,150,10,35,3,164,null,3,null,null,null,null,16,21,11,10,null,3,24,1,null,3,19,null,24,38,834,212,null,12,642,11,7684,20,322,null,160,null,null,39,24,null,39,null,887,401,"210051442",null,35,null,null,361000.0,2019,7298,13,59,24,1399,null
3994,17,168,null,null,453,5289,396,12642,133,31,null,72,10,718500.0,null,110,3,3,2005,"Bayswater",3,83,21,3352,331,226,null,null,224,111,203,22,null,397,4,31,14,556,null,3,null,15,null,null,56,327,66,17,null,4,120,26,null,16,18,null,105,55,2005,165,null,57,998,31,8966,147,97,null,235,null,null,57,130,null,172,null,2327,409,"211011251",3,185,null,null,542600.0,2019,8866,25,160,105,3360,null
3582,9,184,null,null,220,5503,337,12789,56,98,null,81,98,550000.0,null,297,11,3,1474,"Craigieburn - South",null,2,1,3701,82,393,null,null,78,19,55,321,null,316,8,74,3,310,null,5,null,10,null,null,34,61,16,15,null,12,47,35,null,13,27,null,323,73,1474,317,null,134,1061,99,10797,64,475,null,221,null,null,42,23,null,55,null,1246,564,"210051443",null,60,null,null,420000.0,2019,10255,14,87,323,1966,null
3119,5,196,null,null,192,4792,293,11138,51,174,null,78,157,529900.0,null,334,4,5,1276,"Craigieburn - West",null,77,18,3224,28,437,null,null,68,3,22,553,null,194,14,54,3,209,null,4,null,4,null,null,22,27,14,13,null,null,43,9,null,10,24,null,630,49,1276,382,null,183,1041,175,9403,46,563,null,221,null,null,44,42,null,48,null,1085,491,"210051444",null,37,null,null,387500.0,2019,8932,7,80,630,1712,null
758,4,58,null,null,56,1185,78,2725,19,364,null,37,363,515000.0,null,262,null,null,703,"Mickleham - Yuroke",null,7,1,782,14,235,null,null,19,3,18,1280,null,156,4,18,null,140,null,null,null,3,null,null,8,17,4,3,null,16,31,145,null,5,5,null,1287,38,703,202,null,510,546,365,2259,21,256,null,66,null,null,12,8,null,12,null,289,120,"210051445",null,39,null,null,455500.0,2019,2156,5,45,1287,450,null
3060,4,122,null,null,65,3133,277,8855,48,6,null,46,5,825000.0,null,87,null,3,873,"Rowville - South",4,5,1,2660,62,114,null,null,62,10,48,7,null,176,3,53,null,253,null,5,null,3,null,null,26,28,3,12,null,5,71,3,null,6,8,null,12,26,873,91,null,9,546,6,7442,48,71,null,147,null,null,24,5,null,13,null,973,206,"211011258",null,98,null,null,680000.0,2019,7112,19,117,12,1532,null
3617,19,122,null,null,69,4132,252,10891,66,27,null,50,16,837750.0,null,133,5,3,1039,"Wantirna",null,36,11,3140,69,180,null,null,30,13,42,32,null,185,3,99,5,286,null,8,null,3,null,null,29,32,5,15,null,5,99,38,null,7,21,null,68,38,1039,142,null,66,666,28,9700,47,70,null,149,null,null,41,30,null,12,null,788,260,"211011259",null,92,null,null,633500.0,2019,9121,14,154,68,1506,null
1763,11,51,null,null,57,2378,241,5749,32,10,null,31,10,979000.0,null,56,3,null,647,"Lysterfield",null,null,null,1603,27,84,null,null,30,5,24,17,null,173,3,20,4,179,null,null,null,null,null,null,20,12,3,12,null,4,86,null,null,5,13,null,17,14,647,67,null,10,437,10,4586,33,49,null,75,null,null,13,null,null,8,null,801,175,"211011255",3,73,null,null,null,2019,4450,9,71,17,1121,null
4606,18,154,null,null,84,5253,320,13863,140,43,null,69,18,908000.0,null,137,4,3,1662,"Wantirna South",3,77,25,3999,130,251,null,null,36,36,98,35,null,252,3,141,9,485,null,10,null,5,null,null,36,40,5,19,null,6,167,16,null,13,26,null,113,70,1662,176,null,61,1016,44,12371,74,105,3,202,null,null,92,77,null,14,null,988,329,"211011260",null,169,null,null,510000.0,2019,11628,33,246,112,1899,null
4397,11,133,null,null,93,4502,398,12725,76,45,null,57,12,771925.0,null,144,3,4,1229,"Rowville - Central",null,102,33,3822,72,193,null,null,89,35,63,25,null,301,4,75,5,328,null,7,null,null,null,null,28,45,5,17,null,6,116,9,null,5,11,null,127,50,1229,144,null,55,791,45,10694,38,90,null,168,null,null,31,58,null,18,null,1399,296,"211011256",null,115,null,null,548000.0,2019,10220,17,175,127,2202,null
2918,7,120,null,null,131,3742,524,9255,61,31,null,43,30,1120000.0,null,59,4,3,1437,"Warrandyte - Wonga Park",null,5,2,2590,102,157,null,null,82,16,41,26,null,366,null,74,null,401,null,7,null,3,null,null,23,55,13,13,null,27,191,null,null,11,8,null,31,30,1437,123,null,33,919,33,7185,50,35,null,146,null,null,43,null,null,9,null,1280,206,"211021262",null,180,null,null,null,2019,6757,17,224,31,2289,null
2308,8,74,null,null,49,2374,211,6693,51,3,null,37,3,850000.0,null,62,3,null,758,"Rowville - North",3,null,null,2008,107,98,null,null,47,23,62,7,null,151,3,23,null,217,null,4,null,3,null,null,16,59,null,9,null,3,50,10,null,5,6,null,7,32,758,66,null,13,412,3,5620,43,48,null,94,null,null,25,5,null,10,null,739,157,"211011257",null,79,null,null,588000.0,2019,5373,14,92,7,1160,null
