m1_carasdriv_maopdv, m1_tram_inc_lr_tot, m2_trncaraspa_tot, m1_train_lab, m2_trncaraspa_mng, m1_train_maopdv, m1_wlkonly_claw, m1_tot_m1_mng, m2_trnoth_tot, m1_oth_tot, m1_caraspas_idns, m1_carasdriv_mng, m2_trnoth_lab, m1_taxi_idns, m2_trnoth_mng, m2_trntrm_inc_lr_mng, m2_trnfer_claw, m1_train_pro, m2_trnbus_claw, m2_trncarasdriv_mng, m1_wlkonly_idns, m2_trn_and_tot_lab, m1_ferry_swks, m1_truck_swks, m1_bicycle_mng, m2_trn_and_tot_pro, m1_tram_inc_lr_mng, m1_tram_inc_lr_claw, m2_trnoth_pro, m2_trncaraspa_copsw, m2_trnoth_tectw, m2_trnbus_idns, m1_ferry_copsw, m1_carasdriv_copsw, m1_train_tot, m2_trncaraspa_idns, m2_trnbus_maopdv, m1_caraspas_copsw, m2_trnfer_mng, m1_tot_m1_claw, m1_caraspas_tot, m1_taxi_maopdv, m1_bus_mng, m2_trncarasdriv_claw, m2_trn_and_tot_copsw, m1_carasdriv_pro, m1_bicycle_claw, m1_mbikescoot_copsw, m1_bicycle_idns, m1_ferry_tot, m2_trnbus_pro, m1_bicycle_maopdv, m2_trnoth_claw, m1_oth_lab, m1_tram_inc_lr_tectw, m1_ferry_lab, m1_taxi_tectw, m1_taxi_claw, m1_oth_pro, m1_train_mng, m2_trntrm_inc_lr_maopdv, m1_truck_tot, sa4_name16, m1_caraspas_mng, m1_wlkonly_pro, m1_oth_maopdv, m1_caraspas_swks, m2_trn_and_tot_maopdv, m1_caraspas_claw, m1_tram_inc_lr_copsw, m1_mbikescoot_claw, m1_wlkonly_lab, m1_train_idns, m1_tram_inc_lr_idns, m2_trn_and_tot_swks, m2_trncaraspa_tectw, m1_bus_lab, m2_trncaraspa_swks, m1_mbikescoot_tectw, m1_bicycle_copsw, m2_trnbus_tectw, m2_trn_and_tot_claw, m1_oth_claw, m2_trnfer_copsw, m1_bus_tot, m1_bus_idns, m1_truck_mng, m1_truck_claw, m2_trnbus_lab, m2_trntrm_inc_lr_lab, m2_trn_and_tot_tot, m2_trnfer_tectw, m2_trncaraspa_lab, m2_trntrm_inc_lr_idns, m2_trnbus_tot, m1_caraspas_pro, m2_trnfer_maopdv, m2_trntrm_inc_lr_tot, m1_bus_copsw, m2_trnfer_pro, m1_bus_claw, m1_oth_mng, m2_trnbus_swks, m2_trncaraspa_maopdv, m1_truck_maopdv, m1_wlkonly_tectw, m1_train_tectw, m1_bicycle_pro, m2_trncarasdriv_maopdv, m2_trnoth_swks, m1_carasdriv_idns, m1_wlkonly_swks, m1_carasdriv_lab, m2_trncarasdriv_copsw, m2_trncaraspa_pro, m2_trnoth_maopdv, m1_ferry_pro, m1_ferry_claw, m1_bus_maopdv, m2_trnfer_idns, m1_tot_m1_idns, m1_wlkonly_copsw, m1_carasdriv_tot, m1_tot_m1_tot, m1_train_claw, m1_tram_inc_lr_swks, m1_oth_tectw, m1_wlkonly_tot, m1_tot_m1_copsw, m1_mbikescoot_idns, m2_trncarasdriv_pro, m2_trntrm_inc_lr_copsw, m2_trnfer_tot, m2_trn_and_tot_idns, m1_tot_m1_tectw, m1_train_swks, m2_trntrm_inc_lr_pro, m1_ferry_tectw, m1_ferry_maopdv, m1_wlkonly_maopdv, m2_trncarasdriv_idns, m1_taxi_lab, m1_bicycle_swks, m1_bus_swks, m1_carasdriv_tectw, m2_trnfer_swks, m1_mbikescoot_lab, m1_taxi_pro, m1_mbikescoot_maopdv, m1_ferry_idns, m1_bicycle_tot, m1_caraspas_lab, m2_trncarasdriv_swks, m1_tot_m1_swks, m1_truck_copsw, m1_bicycle_lab, m1_mbikescoot_mng, m1_carasdriv_claw, m1_truck_idns, m1_mbikescoot_pro, m1_caraspas_maopdv, m1_train_copsw, m2_trntrm_inc_lr_swks, m1_mbikescoot_tot, m1_bus_pro, m1_oth_copsw, m1_tot_m1_maopdv, m1_tram_inc_lr_lab, m1_mbikescoot_swks, m1_tot_m1_pro, m1_taxi_swks, m2_trn_and_tot_tectw, m1_oth_idns, m2_trncarasdriv_tectw, m2_trncarasdriv_tot, m1_tram_inc_lr_pro, m2_trnbus_copsw, m1_ferry_mng, m2_trnfer_lab, m2_trnbus_mng, m2_trncarasdriv_lab, m1_oth_swks, m1_truck_lab, m1_tot_m1_lab, m1_bus_tectw, m1_caraspas_tectw, m2_trnoth_copsw, m1_carasdriv_swks, m1_truck_pro, m1_taxi_copsw, m1_bicycle_tectw, m1_tram_inc_lr_maopdv, m2_trn_and_tot_mng, m1_wlkonly_mng, m1_taxi_mng, m1_truck_tectw, m2_trnoth_idns, m2_trntrm_inc_lr_tectw, sa4_code16, m2_trntrm_inc_lr_claw, m2_trncaraspa_claw, m1_taxi_tot
1228,6,10,13,0,0,29,1974,12,144,19,1781,3,0,0,0,0,22,7,3,4,17,0,3,7,28,0,0,5,0,0,0,0,2725,78,0,0,196,0,2306,1370,6,6,3,18,3290,4,6,3,3,14,4,0,9,0,0,6,0,16,10,0,175,"Mandurah",53,51,22,334,7,93,0,10,86,0,3,17,0,48,0,29,16,5,10,19,0,193,3,16,3,7,0,111,0,3,0,60,98,0,0,31,0,5,16,5,0,53,49,7,17,4,4,205,72,1852,0,3,0,0,0,5,0,248,79,18593,21262,8,0,36,438,3070,3,6,0,0,0,3578,9,0,0,0,17,0,3,15,48,3120,0,22,0,15,0,111,312,0,2773,0,18,12,2131,0,12,49,4,0,131,12,7,1398,0,15,3520,3,14,8,3,28,3,12,0,0,0,0,12,29,2398,26,217,4,2260,0,6,18,0,4,65,3,61,0,0,"502",0,0,27
2055,39,1284,741,136,155,867,25122,522,1701,137,17211,23,9,57,0,0,7673,2301,1051,100,680,3,8,822,7435,10,4,261,61,44,156,4,10979,21162,18,52,899,0,29321,9238,29,1903,2582,1155,39521,493,160,58,60,3445,53,63,177,4,3,34,58,438,2482,0,262,"Perth - Inner",1109,2612,210,653,125,1912,4,167,460,423,3,999,77,1088,69,231,325,678,5353,119,0,17537,245,24,12,494,0,19628,0,31,0,9327,2865,0,3,1239,0,3626,222,590,12,68,513,1429,2719,54,23,1320,496,4625,376,469,6,15,9,299,0,2411,896,108429,172564,5659,0,341,7034,16034,21,3259,0,3,290,15527,1198,0,4,0,61,110,20,120,979,10369,0,47,150,30,7,5121,784,313,9492,0,153,209,16393,12,624,122,1395,0,1525,6770,92,3080,3,26,63429,21,1415,74,615,8486,13,684,6,3,937,129,36,53,8151,1389,747,32,5953,13,39,375,0,2175,1022,100,90,5,0,"503",0,409,454
5937,3,34,63,0,16,93,8976,27,595,62,8207,3,0,4,0,0,81,41,11,10,117,0,17,55,85,0,0,11,4,0,7,3,7004,432,0,16,492,0,8990,4326,65,45,18,80,10161,30,48,3,12,51,60,5,71,0,4,18,5,54,36,0,720,"Perth - North East",256,189,86,927,18,400,0,32,267,9,0,83,4,272,11,98,68,43,56,71,0,1233,14,88,46,100,0,554,0,10,0,402,293,0,0,194,0,78,64,64,0,284,170,63,94,0,3,908,222,5997,9,8,0,0,0,78,0,1061,204,64813,74618,49,0,152,1409,8141,4,19,0,0,7,13634,44,0,3,0,58,0,21,43,312,12120,0,39,16,71,0,545,1052,6,7925,0,88,23,8173,6,48,257,65,0,386,72,48,6904,0,14,11015,4,69,25,15,86,0,63,0,0,19,3,26,94,7975,164,575,3,6300,11,11,94,0,35,191,14,181,0,0,"504",0,0,156
5461,13,96,160,3,35,202,15439,52,964,91,14231,5,6,7,0,0,234,239,26,21,261,0,22,93,348,6,0,8,7,9,20,0,13573,1270,0,63,940,0,16885,7551,78,74,67,240,22933,57,74,10,20,250,52,3,131,0,0,22,22,119,89,0,1044,"Perth - North West",471,334,95,1930,72,590,0,74,383,20,0,358,7,455,19,121,95,170,332,117,0,1980,29,82,38,221,0,1988,0,10,0,1559,594,0,0,361,0,129,96,311,0,300,192,151,238,6,6,1401,492,9485,29,15,3,0,0,77,0,1662,400,114134,130986,248,0,221,2325,15726,10,71,0,0,28,21044,182,0,4,0,70,7,27,77,532,18692,0,72,24,36,4,847,1689,28,16320,5,110,50,15398,19,102,246,159,0,589,135,100,6461,0,42,24719,26,214,46,22,283,8,201,0,0,97,27,46,212,12726,185,1001,8,12960,8,26,107,0,135,224,27,347,0,0,"505",0,23,253
14704,20,96,191,3,53,244,20114,64,1376,133,18495,9,12,5,0,0,171,185,32,36,301,3,29,129,323,3,3,12,16,14,15,0,15936,1075,0,87,976,0,22066,8594,162,126,33,241,25552,93,95,12,30,250,133,5,168,3,4,31,13,153,74,0,1441,"Perth - South East",553,397,233,1593,112,817,0,93,483,25,0,217,15,570,12,183,114,145,237,176,0,2879,33,126,105,249,0,1772,0,22,0,1388,756,0,0,447,0,205,132,189,8,585,335,149,447,9,3,1963,479,11954,36,6,8,3,4,217,0,2294,452,144920,165829,131,0,334,2866,18316,15,48,0,3,21,26508,123,0,4,3,125,6,29,82,510,23374,0,82,45,147,0,1347,1818,15,15697,8,156,90,20181,22,140,705,161,0,912,424,101,17064,4,54,28115,20,192,38,27,220,7,178,3,0,95,20,37,196,15659,342,1240,5,12756,20,20,173,0,132,328,46,341,0,0,"506",0,9,376
7573,8,71,161,8,17,188,14377,71,1208,88,13053,7,3,3,0,0,447,162,32,32,200,3,19,130,455,6,0,30,6,11,8,7,11863,1350,5,32,851,0,14818,6737,34,129,53,237,22098,71,70,20,71,260,56,10,110,0,5,11,20,202,97,0,726,"Perth - South West",381,438,79,1443,45,523,0,49,365,25,0,199,11,472,10,170,185,143,237,86,0,2592,49,67,24,163,0,1736,0,13,0,1215,668,0,0,413,0,211,149,174,0,243,278,130,403,11,3,1427,423,9036,43,17,3,3,4,114,0,1720,479,107044,124360,175,0,330,2552,14249,11,150,0,5,18,21548,107,0,20,5,64,4,12,78,548,18897,0,66,10,66,10,1246,1525,15,12358,3,119,62,13463,13,139,305,192,0,681,358,176,8549,0,40,24769,19,206,36,47,367,0,183,3,3,98,22,30,101,11976,302,966,4,9641,12,16,187,0,135,283,23,243,3,0,"507",0,13,142
2879,3,0,3,0,0,224,8023,3,845,47,5781,0,0,0,0,0,8,0,0,24,0,0,12,42,3,0,0,0,0,0,0,0,3661,18,0,0,232,0,4315,2755,17,9,0,3,5115,16,10,4,7,0,34,0,102,0,0,3,3,48,3,0,654,"Western Australia - Wheat Belt",229,388,118,372,0,179,0,13,537,0,0,0,0,74,0,46,28,0,4,26,0,719,13,169,14,0,0,15,0,0,0,5,207,0,0,19,0,16,409,0,0,194,374,3,70,0,0,400,271,4300,0,0,0,0,0,331,0,517,299,33825,43106,0,0,86,3672,4307,0,3,0,0,0,6671,3,0,0,0,220,0,16,21,15,5318,0,30,0,25,0,345,848,0,3291,3,58,47,3819,15,16,229,3,0,206,40,34,4042,0,20,5887,7,3,17,0,6,0,0,0,0,0,0,15,88,6058,193,413,0,2557,4,7,76,0,0,1323,5,163,0,0,"509",0,0,52
2810,0,4,5,0,8,420,4870,9,4947,90,3128,0,4,0,0,0,10,3,0,79,6,0,8,62,6,0,0,0,0,7,0,0,2308,44,0,0,338,0,4504,5011,39,312,4,0,4358,53,62,25,29,3,72,0,721,0,3,46,6,490,0,0,534,"Western Australia - Outback (North)",322,829,1322,326,6,318,0,40,1039,6,0,0,0,2451,0,118,131,5,5,142,0,15611,225,29,4,0,0,40,0,0,0,15,810,0,0,103,0,469,302,0,0,178,1007,9,124,0,0,466,256,2006,0,0,0,3,0,4466,0,1027,764,25086,58194,4,0,1691,5500,3881,8,0,0,0,0,16731,0,0,9,4,432,0,21,61,36,5767,0,88,24,58,0,756,768,0,1947,8,93,28,3044,3,59,750,0,0,510,1079,149,10128,0,40,7796,10,20,114,3,8,0,0,3,0,0,0,14,115,7311,6468,1297,0,1193,7,21,146,0,0,670,18,173,0,0,"510",0,0,181
3706,0,0,3,0,3,246,5552,3,1946,59,4208,0,0,0,0,0,3,0,0,54,6,3,4,47,3,0,0,0,0,0,0,0,3385,18,0,0,276,0,4916,3840,31,44,0,7,5443,38,36,12,12,3,52,0,228,0,4,21,8,255,0,0,526,"Western Australia - Outback (South)",188,464,562,528,7,253,0,24,590,0,0,0,0,210,0,99,68,0,3,62,0,3060,26,55,20,3,0,30,0,0,0,13,450,0,0,28,0,75,204,0,0,187,420,3,138,3,0,479,304,3232,3,0,0,4,0,1558,0,709,475,33511,47589,4,0,526,3487,4333,6,0,0,0,0,9448,0,0,3,0,175,0,15,62,28,6402,0,64,20,53,3,622,670,0,3501,3,102,40,4184,8,25,604,0,0,406,173,40,6937,0,60,6998,22,0,53,0,12,0,0,0,0,0,0,11,89,5201,914,812,0,2480,6,28,106,0,0,757,14,148,0,0,"511",0,0,162
3401,11,0,0,0,0,695,9603,3,431,112,7889,0,4,0,0,0,6,0,3,76,0,0,14,121,10,0,3,0,0,0,3,3,8032,21,0,0,738,0,12459,6477,74,270,4,3,13512,95,78,20,18,3,20,0,47,0,5,38,28,82,3,0,500,"Hobart",481,1802,21,989,3,1202,0,69,420,0,3,0,0,496,0,135,88,0,10,40,0,4233,85,56,22,0,0,29,0,0,0,3,1217,0,0,517,0,956,74,0,0,199,467,4,579,0,0,854,513,5023,3,0,3,0,0,82,0,1182,721,62384,81553,3,0,63,5405,10253,4,5,0,0,3,10950,0,0,7,0,92,0,31,34,551,9034,0,94,41,23,0,1124,943,0,7516,3,53,56,9347,5,139,148,3,0,668,935,48,4063,0,64,18332,21,0,20,0,25,3,0,0,0,0,0,34,75,7192,337,641,0,5299,7,30,107,0,7,621,24,121,0,0,"601",0,0,281
3006,3,3,0,0,0,220,5571,0,284,41,4650,0,4,0,0,0,0,0,0,37,0,0,5,18,4,0,0,0,0,0,0,0,4519,10,0,0,323,0,5604,2854,32,20,0,3,6828,29,26,6,13,0,14,0,33,0,4,8,14,21,0,0,333,"Launceston and North East",218,590,22,546,0,321,0,30,321,0,0,3,0,114,0,43,35,0,0,34,0,482,6,32,10,0,0,13,0,0,0,3,390,0,0,77,0,51,81,0,0,157,248,0,121,0,0,454,290,4126,0,0,0,0,0,21,0,590,298,37745,45100,0,0,29,2583,5343,8,3,0,0,0,6313,3,0,3,0,92,0,22,32,84,5537,0,62,16,19,4,325,590,0,4752,0,26,60,4887,11,48,135,0,0,318,57,32,3511,0,23,8077,21,0,16,0,5,0,0,0,0,0,0,15,48,5343,42,283,0,3729,0,32,45,0,0,478,13,69,0,0,"602",0,0,161
388,5,0,0,0,0,31,1159,0,96,3,839,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,576,0,0,0,47,0,534,479,0,7,0,0,679,4,0,0,3,0,0,0,10,0,0,0,0,9,0,0,106,"South East",47,45,13,55,0,16,0,4,94,0,0,0,0,12,0,3,0,0,0,8,0,39,0,25,4,0,0,3,0,0,0,0,33,0,0,6,0,6,31,0,0,43,57,0,3,0,0,71,46,1119,0,0,0,0,0,5,0,83,52,5364,6715,0,0,7,560,682,0,0,0,0,0,1012,0,0,0,0,26,0,6,0,4,868,0,6,0,3,0,24,195,0,475,0,3,11,469,0,0,40,0,0,35,0,3,518,0,0,776,0,0,3,0,0,0,0,0,0,0,0,3,17,1471,3,51,0,367,0,0,9,0,0,195,3,16,0,0,"603",0,0,10
2498,7,4,8,0,0,145,4014,0,284,30,3308,0,0,0,0,0,10,4,3,18,3,0,8,13,3,3,0,0,0,0,0,0,3462,38,0,0,228,0,3944,2234,10,3,0,0,4538,6,10,0,12,0,11,0,71,0,3,12,18,33,0,0,311,"West and North West",127,204,24,514,0,177,3,5,267,0,0,0,3,41,0,28,20,0,6,15,0,211,7,51,7,0,0,18,0,0,0,6,181,0,0,17,0,27,55,0,0,149,186,8,30,0,0,424,182,4120,0,0,0,0,0,48,0,496,226,29362,34570,6,0,36,1647,4001,3,3,0,0,0,5348,5,0,0,0,66,0,11,6,36,4736,0,57,4,14,0,142,587,0,3529,0,28,93,3540,6,10,143,3,0,247,11,23,2967,0,12,5026,10,3,3,0,13,0,0,3,0,0,0,14,42,5246,26,242,0,2744,0,12,28,0,3,356,6,48,0,0,"604",0,0,80
2611,8,0,0,0,0,365,7860,0,648,90,6448,0,3,0,0,0,3,0,0,44,0,4,3,178,3,0,0,0,0,0,0,0,5452,25,0,0,556,0,9034,4554,22,236,4,0,9138,135,171,24,28,0,54,0,71,0,4,19,20,111,3,0,296,"Darwin",375,594,44,536,3,675,0,115,286,3,0,0,0,1010,0,195,241,0,4,48,0,5623,93,25,4,0,0,19,0,0,0,0,838,0,0,281,0,479,86,0,0,83,316,3,533,3,0,727,251,2995,0,0,0,6,3,445,0,1052,582,45117,61943,3,0,166,2893,7407,17,3,0,0,0,11133,0,0,0,3,79,0,21,68,277,7398,0,86,32,116,0,1526,611,0,4401,3,116,107,7197,12,170,166,3,0,1044,751,91,3624,0,77,12187,21,8,31,8,17,0,0,3,0,0,0,11,39,5248,2047,708,0,3153,0,27,166,0,0,378,16,112,0,0,"701",0,0,184
800,5,0,0,0,3,505,3331,0,936,63,2265,0,3,0,0,0,3,0,4,250,0,0,5,82,3,0,0,0,0,0,0,0,2446,14,0,0,454,0,3280,2737,19,47,0,3,3550,76,65,16,15,0,43,0,173,0,4,10,5,113,0,0,192,"Northern Territory - Outback",215,1544,216,247,0,265,0,22,966,3,3,0,0,88,0,58,188,0,0,45,0,1146,43,15,8,0,0,3,0,0,0,3,585,0,0,109,0,66,86,0,0,51,564,0,381,0,0,292,402,1170,0,0,0,0,0,287,0,715,1336,16025,28920,0,0,189,6338,4697,6,0,0,0,0,3926,0,0,0,3,190,0,7,53,11,2397,0,63,11,29,0,1081,457,0,1595,10,117,28,2280,7,49,174,0,0,340,222,74,1822,0,22,6465,17,0,32,0,4,0,0,0,0,0,0,14,47,3086,265,266,0,821,3,19,129,0,4,593,5,51,0,0,"702",0,0,103
3551,38,9,8,0,0,1221,31727,11,1068,310,24584,3,12,3,0,0,46,0,12,182,7,0,13,1076,46,17,3,3,0,0,0,3,14378,134,0,0,1375,0,33623,13430,39,1443,16,7,42249,659,188,111,40,12,43,0,45,4,0,16,51,242,27,0,754,"Australian Capital Territory",1787,3564,55,1425,7,2800,3,389,368,17,0,3,0,779,0,179,407,4,19,142,0,12572,352,95,28,0,0,125,0,0,0,19,3558,0,0,1194,0,2805,237,0,0,155,410,8,2580,7,0,3311,654,5969,4,0,0,7,4,82,0,4457,1012,141726,187240,17,0,106,9461,18733,73,33,0,0,3,16838,3,0,4,0,73,0,10,185,1083,14019,0,45,128,53,6,5478,1146,0,11638,0,146,422,25509,23,767,139,8,0,2184,4206,140,4194,0,72,57381,13,9,60,6,80,16,0,13,0,3,3,30,122,8646,636,878,0,8163,19,32,275,0,17,1968,59,307,0,0,"801",0,3,350
112,0,0,0,0,0,17,369,0,73,3,236,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,3,231,7,0,0,30,0,237,134,0,4,0,3,195,3,10,0,41,0,0,0,8,0,13,0,0,14,0,0,67,"Other Territories",15,42,3,4,0,15,0,4,17,0,0,0,0,16,0,9,7,0,0,6,0,72,0,10,0,0,0,3,0,0,0,0,13,0,0,37,0,3,13,0,0,8,13,0,5,0,0,30,8,175,0,0,0,3,3,3,0,51,25,1533,2217,0,0,8,216,349,3,0,0,0,0,371,0,0,12,3,4,0,0,0,0,273,0,7,0,11,0,20,24,0,120,0,3,0,188,3,4,14,0,0,52,4,10,154,0,5,293,0,0,3,0,0,0,0,0,0,0,0,0,9,265,3,22,0,100,3,0,6,0,0,89,0,35,0,0,"901",0,0,3
