m_2013_14_median_employment_income_per_employed_person_aud, m_2017_18_median_employment_income_per_employed_person_aud, f_2012_13_median_employment_income_per_employed_person_aud, p_2012_13_median_employment_income_per_employed_person_aud, m_2017_18_employed_persons_000, f_2013_14_employed_persons_000, f_2011_12_employed_persons_000, m_2012_13_employed_persons_000, sa2_name16, p_2015_16_employed_persons_000, p_2011_12_median_employment_income_per_employed_person_aud, m_2011_12_employed_persons_000, p_2016_17_employed_persons_000, p_2012_13_employed_persons_000, f_2016_17_median_employment_income_per_employed_person_aud, m_2016_17_median_employment_income_per_employed_person_aud, m_2011_12_median_employment_income_per_employed_person_aud, p_2017_18_employed_persons_000, f_2016_17_employed_persons_000, f_2017_18_employed_persons_000, f_2012_13_employed_persons_000, f_2015_16_employed_persons_000, f_2013_14_median_employment_income_per_employed_person_aud, f_2011_12_median_employment_income_per_employed_person_aud, f_2017_18_median_employment_income_per_employed_person_aud, m_2012_13_median_employment_income_per_employed_person_aud, p_2013_14_median_employment_income_per_employed_person_aud, m_2015_16_employed_persons_000, m_2014_15_median_employment_income_per_employed_person_aud, p_2015_16_median_employment_income_per_employed_person_aud, f_2015_16_median_employment_income_per_employed_person_aud, p_2014_15_median_employment_income_per_employed_person_aud, p_2013_14_employed_persons_000, f_2014_15_employed_persons_000, p_2014_15_employed_persons_000, m_2016_17_employed_persons_000, p_2011_12_employed_persons_000, m_2015_16_median_employment_income_per_employed_person_aud, p_2016_17_median_employment_income_per_employed_person_aud, f_2014_15_median_employment_income_per_employed_person_aud, p_2017_18_median_employment_income_per_employed_person_aud, sa2_main16, m_2013_14_employed_persons_000, m_2014_15_employed_persons_000
50928.0,60605.0,33922.0,42000.0,2.651,2.402,2.418,2.612,"Kilsyth",5.084,41428.5,2.646,5.194,4.98,40000.0,57953.0,49308.0,5.245,2.56,2.588,2.372,2.496,35883.0,33531.0,42353.0,49852.0,43277.5,2.587,54274.5,46976.5,38615.0,45366.0,5.011,2.441,4.998,2.633,5.066,55791.0,48261.0,37117.0,50683.5,211051277,2.616,2.552
52955.0,59460.0,33694.5,41359.0,5.784,5.304,5.273,5.68,"Lilydale - Coldstream",11.141,40588.5,5.672,11.28,10.938,37990.0,57163.0,51159.0,11.256,5.491,5.472,5.261,5.403,34408.0,32794.0,39213.0,51924.0,42311.5,5.737,54258.0,45654.0,37139.0,43926.0,10.986,5.374,11.131,5.786,10.952,55895.5,46279.0,36025.0,48340.0,211051278,5.678,5.758
45140.0,52401.5,28219.0,36365.5,1.845,1.632,1.633,1.821,"Monbulk - Silvan",3.437,35292.0,1.84,3.531,3.427,33049.5,51308.5,43600.5,3.511,1.69,1.663,1.6,1.615,28392.0,27861.5,34823.0,44350.0,36950.5,1.816,47346.0,40949.0,31059.5,38574.5,3.48,1.619,3.447,1.836,3.473,50781.5,41116.5,29766.5,43415.0,211051279,1.849,1.834
52000.0,60972.0,35023.5,43402.5,2.054,1.949,1.887,2.09,"Montrose",4.021,41998.5,2.161,3.985,3.979,41357.5,59800.0,50996.0,3.999,1.947,1.944,1.89,1.967,35679.0,34528.0,42978.0,52606.0,42937.0,2.053,55790.5,46942.5,38504.0,45490.0,4.033,1.95,4.03,2.037,4.049,57069.0,49061.0,36757.0,50357.0,211051280,2.091,2.076
53342.0,60458.0,35109.5,42529.5,6.886,5.959,5.958,6.629,"Mooroolbark",12.897,42041.0,6.593,13.121,12.631,39999.0,57920.0,50383.0,13.211,6.29,6.322,6.006,6.213,36651.0,34203.0,41928.0,51103.5,44449.0,6.686,54233.0,47734.0,39356.0,45450.0,12.563,6.064,12.696,6.83,12.552,56873.0,48936.0,37529.5,50659.0,211051281,6.596,6.634
53175.0,61064.5,34187.0,42358.0,3.02,2.879,2.907,3.144,"Mount Dandenong - Olinda",5.912,41919.5,3.204,5.893,6.052,39054.0,59473.5,51291.0,5.869,2.872,2.847,2.912,2.885,36233.0,33658.5,41298.5,52537.5,43461.0,3.029,55919.0,46847.0,38444.5,45281.0,5.992,2.853,5.942,3.024,6.109,58793.0,47609.0,37598.5,49370.5,211051282,3.112,3.088
52996.0,60795.5,32050.5,41658.0,3.052,2.717,2.657,3.034,"Mount Evelyn",5.789,40567.0,3.023,5.888,5.719,36400.0,58460.0,50000.0,5.905,2.853,2.848,2.678,2.756,32974.5,32003.5,38219.0,52000.0,42235.0,3.041,55224.0,46322.0,35614.0,43776.0,5.745,2.771,5.789,3.036,5.68,57634.5,46456.5,33713.0,48320.0,211051283,3.029,3.019
54046.5,65123.0,35289.0,43044.5,3.16,3.088,3.109,3.271,"Upwey - Tecoma",6.249,42348.0,3.309,6.293,6.341,42071.5,62460.0,52406.0,6.232,3.117,3.07,3.065,3.075,37059.0,33678.0,44709.0,54023.0,44537.0,3.172,57618.0,48856.0,40714.0,46705.0,6.315,3.049,6.213,3.179,6.42,60180.5,50687.5,38657.0,52934.0,211051284,3.225,3.167
49278.0,57496.0,29861.0,39295.0,2.511,2.209,2.174,2.358,"Wandin - Seville",4.712,37844.0,2.348,4.8,4.536,34747.0,54998.5,47645.0,4.891,2.338,2.381,2.179,2.273,32324.0,29377.0,36541.5,49351.5,40303.0,2.444,51282.5,42881.5,34358.0,41042.0,4.58,2.254,4.625,2.465,4.527,52993.0,44248.0,32793.0,46059.0,211051285,2.364,2.375
46280.0,53675.0,28907.0,36529.0,4.867,4.202,4.267,4.751,"Yarra Valley",8.948,35782.0,4.814,9.127,8.969,33137.5,51214.5,44415.0,9.244,4.333,4.377,4.22,4.253,28986.5,28918.0,34251.0,45349.0,37681.0,4.696,47792.0,40478.5,31939.0,38694.5,8.907,4.215,8.938,4.794,9.076,50252.5,41867.5,30620.0,43882.0,211051286,4.706,4.725
57448.0,65395.5,35951.5,44617.0,5.416,2.995,2.556,3.003,"Beaconsfield - Officer",7.881,43974.5,2.823,9.226,5.74,40963.0,63342.0,55747.5,10.535,4.517,5.124,2.745,3.833,36857.0,35079.5,41862.0,56089.0,45989.0,4.045,59315.0,49351.0,39647.5,47977.5,6.209,3.348,6.922,4.706,5.38,60887.0,51462.0,38498.0,53232.0,212011287,3.213,3.579
47860.0,54693.0,29529.5,37573.5,2.811,2.336,2.284,2.655,"Bunyip - Garfield",5.076,37105.0,2.619,5.317,4.933,33676.0,50764.5,45413.0,5.395,2.497,2.584,2.278,2.396,29989.5,28807.5,36583.0,46797.0,37935.0,2.679,50112.0,40232.0,32068.0,40259.5,4.951,2.371,5.002,2.822,4.908,51384.0,41079.0,32278.0,44598.0,212011288,2.614,2.628
53012.0,60826.5,32411.0,41502.0,5.731,5.044,5.114,5.607,"Emerald - Cockatoo",10.607,40357.5,5.622,10.898,10.667,36660.0,57505.0,50972.0,10.915,5.18,5.184,5.063,5.037,33838.5,31409.0,38278.0,51833.5,42216.0,5.571,54808.0,44680.5,35775.5,43858.0,10.626,5.075,10.638,5.714,10.731,55321.5,46170.5,34799.0,48664.0,212011289,5.58,5.564
43281.5,48700.0,28574.5,35360.0,2.723,1.807,1.786,2.178,"Koo Wee Rup",4.494,34817.0,2.195,4.719,3.902,33173.0,47653.0,43279.0,4.884,2.08,2.167,1.729,1.954,28999.0,26898.5,34190.0,43748.0,35819.5,2.534,45135.0,37881.0,31616.0,37012.5,4.056,1.854,4.159,2.635,3.976,45827.0,39233.0,30000.0,40609.0,212011290,2.251,2.302
52301.0,59516.5,34060.0,42501.5,5.979,4.259,3.652,4.53,"Pakenham - North",10.191,41699.0,4.156,10.789,8.576,37395.5,56986.0,50274.5,11.31,5.072,5.331,4.042,4.837,34582.0,33092.0,39052.0,51311.0,43345.0,5.36,53575.0,46533.5,37013.0,44885.0,8.993,4.508,9.447,5.72,7.802,55505.0,47615.0,35722.0,49475.0,212011291,4.726,4.94
53517.0,58579.5,34193.0,43071.0,8.76,6.54,6.005,7.232,"Pakenham - South",14.986,42456.0,6.822,15.817,13.58,36769.0,56055.5,52008.0,16.477,7.409,7.714,6.346,7.104,35578.0,33599.0,37707.0,52395.0,44250.5,7.881,54612.0,46392.0,36521.0,45352.5,13.99,6.847,14.519,8.409,12.827,56145.5,46445.0,35930.5,47992.0,212011292,7.451,7.673
57203.0,62218.0,35651.0,44255.0,6.594,6.415,6.463,6.55,"Berwick - North",12.935,43304.0,6.544,13.07,12.99,39133.5,60000.0,55504.0,13.11,6.473,6.518,6.444,6.478,36316.5,34473.0,41381.0,56374.0,45374.0,6.453,58404.0,47731.0,38399.0,46294.0,12.938,6.467,12.919,6.6,13.004,59821.0,48198.0,37007.0,50621.0,212021293,6.524,6.457
60072.0,65670.0,36364.0,47176.0,7.963,6.475,6.366,6.999,"Berwick - South",14.464,46571.0,6.957,14.98,13.367,40140.5,63713.5,59193.0,15.392,7.171,7.429,6.365,6.891,36753.0,36064.5,41237.0,60078.0,47222.0,7.572,61627.0,50012.5,39576.5,48416.0,13.543,6.655,13.998,7.809,13.328,63214.0,50912.5,37893.0,52457.0,212021294,7.062,7.343
39934.0,42204.5,30653.5,35762.0,3.639,1.812,1.86,2.918,"Doveton",5.051,34726.0,2.902,5.343,4.713,33178.0,40585.5,38143.5,5.547,1.885,1.91,1.79,1.836,29497.0,28601.0,34362.0,38603.0,36393.0,3.217,40079.0,37195.5,32190.0,36922.0,4.745,1.846,4.884,3.463,4.759,39941.0,37979.5,31472.0,39722.0,212021295,2.941,3.034
44438.0,48458.5,34267.0,40225.5,3.227,2.528,2.588,3.174,"Hallam",5.593,39348.0,3.17,5.68,5.73,37313.5,47083.0,44319.0,5.761,2.515,2.533,2.555,2.492,34960.0,33982.0,38458.0,45420.0,39905.0,3.105,46567.0,41700.0,36501.0,41106.0,5.653,2.458,5.509,3.16,5.754,46436.0,42349.0,35453.5,43974.0,212021297,3.124,3.046
49615.0,58485.0,32258.0,39823.0,2.464,2.085,2.059,2.349,"Narre Warren North",4.561,39858.0,2.299,4.698,4.435,37187.0,54600.0,49858.0,4.668,2.244,2.202,2.09,2.176,33438.0,31300.0,40156.0,49827.0,39827.0,2.376,51974.0,43739.0,35973.0,41033.0,4.426,2.124,4.489,2.451,4.36,54767.0,44988.0,34541.0,47700.0,212021299,2.342,2.363
48540.0,52868.0,35383.0,41619.0,3.621,2.986,3.106,3.65,"Endeavour Hills - North",6.516,40767.0,3.711,6.527,6.701,39082.0,51772.0,46998.0,6.707,3.022,3.085,3.049,2.984,36000.0,34654.0,41006.0,48376.0,41897.0,3.533,50054.0,45029.5,39000.0,43269.0,6.565,2.992,6.529,3.508,6.82,50908.0,45701.5,36906.5,47002.0,212021453,3.575,3.531
48694.0,53304.5,35314.0,40824.0,4.161,3.62,3.67,4.267,"Endeavour Hills - South",7.669,39883.0,4.416,7.702,7.884,39265.0,51756.5,46799.0,7.665,3.538,3.509,3.616,3.531,36063.0,34215.0,40915.5,47277.0,42402.0,4.138,49124.0,44122.0,37709.5,42660.0,7.778,3.58,7.699,4.161,8.092,50000.0,45278.0,36859.0,47167.0,212021454,4.155,4.123
52984.0,58850.0,33378.0,42299.0,4.249,3.535,3.507,4.087,"Narre Warren - North East",7.772,41600.0,4.085,7.863,7.621,37842.5,56116.0,51502.0,7.908,3.641,3.657,3.532,3.615,33420.5,32762.0,40108.0,52590.0,43067.0,4.153,54555.5,45722.5,36719.5,44613.0,7.592,3.575,7.651,4.218,7.592,55935.5,46507.5,35705.5,49120.0,212021455,4.055,4.069
48848.0,52908.0,33240.0,41284.0,4.451,3.335,3.352,4.145,"Narre Warren - South West",7.603,40692.5,4.152,7.897,7.473,37865.0,51371.0,47421.0,8.045,3.518,3.594,3.327,3.407,34759.0,33032.0,38629.0,48252.0,41960.0,4.196,50246.0,45045.0,37998.5,43674.0,7.489,3.371,7.547,4.382,7.511,51373.0,45044.5,36372.0,46017.5,212021456,4.154,4.177
47557.5,53278.0,32784.0,40559.0,6.173,4.719,4.721,5.909,"Cranbourne",10.93,39937.0,5.952,11.043,10.604,37130.5,51100.0,46000.0,11.275,4.975,5.104,4.7,4.864,33561.5,32392.5,38415.0,47502.5,41191.5,6.062,49234.5,43509.0,35964.5,42340.0,10.631,4.752,10.669,6.071,10.676,50559.0,44487.0,35223.0,46063.0,212031300,5.912,5.916
56518.0,60918.5,37597.0,46817.0,11.34,4.054,2.507,3.534,"Cranbourne East",13.398,45682.0,2.883,17.653,6.734,42673.0,59826.5,55296.0,21.484,8.347,10.144,3.195,6.366,38413.0,36454.5,43028.5,55424.0,47627.5,7.028,58026.0,50187.0,40950.0,48867.0,8.534,5.009,10.589,9.303,5.39,59595.0,51049.0,39717.0,51689.0,212031301,4.475,5.581
52430.0,57209.0,35261.0,43573.0,6.871,4.556,4.096,5.137,"Cranbourne North",11.144,43070.0,4.792,11.958,9.495,39178.0,56113.0,51189.0,12.676,5.507,5.808,4.358,5.118,36238.0,35106.5,40478.5,51735.5,44230.5,6.027,53603.0,46373.0,38296.0,45130.0,9.863,4.808,10.423,6.453,8.888,54250.5,47502.5,37261.5,48845.5,212031302,5.304,5.611
52559.0,63908.0,35296.0,42441.0,3.187,2.252,2.01,2.454,"Cranbourne South",5.152,42057.0,2.339,5.489,4.632,39237.0,60668.0,50658.0,6.092,2.591,2.911,2.177,2.459,36157.0,34688.0,42000.0,52000.0,43135.5,2.688,57374.0,47724.5,37733.0,46271.0,4.823,2.328,4.953,2.893,4.347,60622.0,49456.0,37567.0,52165.0,212031303,2.574,2.621
51376.0,56693.5,35778.0,44239.0,5.484,2.98,2.337,3.252,"Cranbourne West",8.494,41857.0,2.968,9.464,5.847,40216.0,55495.0,48921.5,10.076,4.324,4.591,2.59,3.881,37378.0,33596.0,41610.5,51216.0,44750.0,4.609,53215.0,47491.0,40365.0,46459.0,6.557,3.368,7.352,5.141,5.303,54419.0,48200.0,38749.0,48965.5,212031304,3.576,3.981
47637.0,49590.0,33611.5,40013.5,8.056,6.272,5.657,7.517,"Hampton Park - Lynbrook",13.505,39266.0,7.589,13.623,13.292,37345.0,48136.0,45122.0,13.932,5.773,5.881,5.769,5.768,35907.5,32914.0,38798.0,45469.5,41912.0,7.739,46613.0,42238.5,36626.0,41277.5,14.328,5.8,13.342,7.851,13.241,47488.0,43245.0,35254.0,44798.5,212031305,8.061,7.543
56745.0,59891.0,38153.5,47782.0,5.053,3.637,3.328,4.199,"Lynbrook - Lyndhurst",8.481,46619.5,3.98,8.887,7.725,41564.0,58526.0,54789.5,9.333,4.103,4.283,3.525,3.889,38993.0,38565.0,43250.0,55833.5,48302.0,4.585,57298.0,49823.5,41604.0,48427.0,7.948,3.776,8.215,4.789,7.312,58370.0,50349.5,39825.5,51472.5,212031306,4.312,4.434
51273.0,59879.5,31865.5,40530.0,2.478,2.093,2.112,2.443,"Pearcedale - Tooradin",4.596,40000.0,2.472,4.696,4.541,36499.0,57470.5,49152.5,4.73,2.217,2.25,2.103,2.184,33927.5,31661.0,38658.0,50305.5,42382.5,2.415,52551.0,44480.0,35772.0,43127.0,4.563,2.124,4.584,2.473,4.584,54476.0,45570.0,35346.0,47482.0,212031308,2.463,2.458
57200.0,59877.0,35274.0,44338.0,4.119,3.452,3.444,3.889,"Narre Warren South (East)",7.587,43596.0,3.892,7.671,7.338,38474.0,58551.0,56410.0,7.795,3.642,3.675,3.446,3.593,35339.0,34189.0,40336.0,57489.0,44713.0,3.989,57927.0,45836.0,37677.0,45437.0,7.329,3.555,7.451,4.024,7.341,56957.5,47363.0,36407.5,48713.5,212031457,3.877,3.895
51003.5,54672.0,35715.0,43648.5,5.092,3.998,4.01,4.819,"Narre Warren South (West)",9.031,42979.5,4.86,9.248,8.801,38161.0,52417.0,51636.5,9.33,4.195,4.235,3.989,4.155,35815.0,35255.5,39716.0,51595.0,43607.0,4.881,52075.0,45460.0,37128.0,44770.0,8.802,4.096,8.979,5.054,8.867,53462.0,45418.0,36550.0,47055.0,212031458,4.805,4.889
46868.0,52688.0,36376.0,40815.5,3.508,3.048,3.095,3.584,"Clarinda - Oakleigh South",6.515,40035.5,3.614,6.568,6.664,40765.0,50448.0,44886.0,6.604,3.086,3.095,3.081,3.054,37714.0,35160.0,42067.0,45338.0,42206.0,3.465,48444.0,44480.5,39844.0,43000.0,6.563,3.062,6.508,3.487,6.706,49571.0,45809.0,37856.0,47513.0,212041309,3.514,3.453
40955.5,43859.0,34013.0,37476.5,4.257,2.936,2.842,3.905,"Clayton South",6.911,35690.0,3.978,7.176,6.756,36334.5,42123.0,39168.5,7.476,3.139,3.217,2.848,3.016,34338.0,32039.0,36503.0,40193.0,38084.0,3.896,41527.0,39285.0,36127.0,38459.5,6.83,3.011,6.923,4.042,6.82,42310.0,39426.5,35260.0,40438.5,212041310,3.894,3.92
35385.5,40804.0,29296.5,33187.0,10.295,4.824,4.839,8.563,"Dandenong",14.706,32878.0,8.379,15.23,13.429,32271.0,38157.5,35673.0,15.913,5.251,5.617,4.867,5.134,29144.5,28094.0,33032.5,35775.0,33123.5,9.572,37103.0,35229.5,31212.0,34919.0,13.591,4.967,13.874,9.983,13.221,37160.0,36380.0,30484.0,38249.0,212041311,8.767,8.903
43409.5,48148.0,32530.0,37478.0,6.608,4.974,5.068,6.326,"Dandenong North",11.44,36834.0,6.445,11.653,11.322,36738.0,45565.5,41817.5,11.716,5.029,5.109,4.992,5.015,33840.0,31679.0,37500.5,41916.0,38592.0,6.427,44490.5,40736.0,35724.0,39959.0,11.273,4.951,11.269,6.625,11.513,45082.0,41698.0,34833.0,43123.0,212041312,6.301,6.314
53731.0,60174.0,35339.0,43492.5,3.066,2.989,2.997,3.173,"Dingley Village",6.029,42324.0,3.237,6.034,6.173,39998.5,57536.0,52414.5,6.018,2.95,2.95,3.001,2.953,36734.0,34892.5,42828.5,53896.0,44204.0,3.08,55968.0,47508.0,38937.0,45970.5,6.116,2.949,6.046,3.088,6.238,57130.0,48049.0,37108.0,50212.0,212041313,3.134,3.097
47858.5,53555.0,35783.0,40985.0,8.298,5.821,5.387,6.608,"Keysborough",14.243,40499.5,6.421,15.022,12.251,40564.0,51870.0,46372.0,15.642,7.06,7.342,5.642,6.683,36456.0,35013.0,41459.0,46969.5,41928.0,7.558,49318.0,45286.0,39580.0,43380.0,12.608,6.177,13.296,7.963,11.807,51386.0,46054.0,38485.0,47488.5,212041314,6.791,7.118
45175.5,49865.0,35278.5,40876.0,2.169,1.737,1.69,2.179,"Noble Park North",3.888,40147.0,2.261,3.874,3.873,39709.0,48173.0,44269.0,3.916,1.738,1.75,1.697,1.742,36251.0,34525.0,40251.0,45799.5,41365.0,2.148,46398.0,42294.0,37762.5,42050.0,3.891,1.719,3.851,2.14,3.951,45973.0,43703.0,37396.0,45088.0,212041316,2.153,2.138
37157.0,39357.5,26670.0,32098.0,6.806,4.297,4.315,6.139,"Springvale",10.721,31817.0,6.202,11.276,10.379,29801.0,37433.0,35675.5,11.834,4.803,5.028,4.245,4.541,27134.5,26060.0,31637.5,35659.0,32855.0,6.174,37128.0,33280.5,28742.0,33213.0,10.217,4.388,10.363,6.472,10.517,36857.0,34103.5,28427.0,36027.5,212041317,5.924,5.972
40581.5,45499.0,29127.5,35609.0,3.73,2.829,2.882,3.48,"Springvale South",6.543,35104.0,3.591,6.643,6.322,32957.0,43925.0,40137.0,6.846,3.043,3.115,2.839,2.983,30244.5,29801.0,35140.5,40519.0,35905.5,3.558,41737.0,37817.5,32199.0,36632.0,6.334,2.928,6.39,3.603,6.47,42616.0,38864.5,30976.0,40000.0,212041318,3.508,3.463
41298.5,45552.0,34725.0,38198.0,4.204,2.648,2.582,3.643,"Noble Park - East",6.677,36568.0,3.615,6.965,6.24,36218.0,44363.0,39825.0,7.263,2.937,3.062,2.596,2.805,35038.0,32331.5,36521.0,41110.5,38376.0,3.873,42411.0,40627.5,36602.0,39857.5,6.239,2.706,6.377,4.03,6.195,44020.0,40882.5,35686.0,41597.5,212041459,3.591,3.67
41237.5,44448.0,31325.0,36002.0,5.734,3.808,3.793,4.969,"Noble Park - West",9.172,35504.0,5.045,9.709,8.764,33865.0,42836.0,40056.0,10.204,4.253,4.465,3.791,3.994,31898.0,30401.0,33815.0,40496.0,36967.5,5.184,41460.5,38770.0,33777.0,37258.0,8.803,3.938,9.037,5.458,8.841,42978.0,38542.5,32478.0,39543.0,212041460,4.99,5.103
50435.0,56621.0,37214.5,42603.0,5.706,4.856,4.666,5.333,"Ashwood - Chadstone",10.139,41206.0,5.257,10.669,10.085,41965.5,53702.0,46287.5,10.992,5.152,5.291,4.756,4.907,38313.0,36351.0,44122.0,48220.0,44004.5,5.233,52029.5,47033.0,41187.5,45293.0,10.108,4.878,10.039,5.521,9.926,53407.5,47496.0,39699.0,49999.5,212051319,5.257,5.158
35650.0,35742.0,25830.5,30465.5,6.059,4.295,4.155,5.757,"Clayton",9.897,29963.0,5.728,10.237,10.032,27339.5,36283.0,33106.5,10.892,4.488,4.829,4.279,4.334,26694.0,25797.0,26787.0,34330.0,31435.0,5.565,35680.0,32744.0,28297.5,32242.5,9.932,4.326,9.95,5.747,9.877,36681.0,32057.0,27923.5,31437.5,212051320,5.64,5.625
50582.0,54999.0,33521.0,40881.0,5.861,5.455,5.572,5.954,"Glen Waverley - East",11.017,40483.0,6.075,11.175,11.481,37000.0,53098.0,49320.0,11.264,5.319,5.407,5.53,5.228,34095.0,34126.0,38571.0,50418.0,41731.0,5.789,52100.5,44034.0,36697.0,42862.0,11.34,5.412,11.233,5.855,11.651,53184.5,44091.0,35411.0,46158.5,212051321,5.884,5.82
48466.5,51810.0,33700.0,40079.5,5.582,4.895,4.946,5.413,"Glen Waverley - West",10.178,38709.0,5.495,10.275,10.367,38040.0,50044.0,45979.0,10.54,4.823,4.955,4.954,4.849,34852.0,31871.0,39187.0,47736.0,41273.0,5.336,49779.0,43629.0,38213.5,42146.0,10.172,4.896,10.146,5.454,10.438,50457.0,43153.0,36400.0,45443.5,212051322,5.278,5.248
52210.0,56495.5,35348.0,41365.0,4.421,4.068,4.181,4.28,"Mount Waverley - North",8.264,40873.0,4.33,8.454,8.405,39693.0,55450.5,49858.5,8.656,4.162,4.24,4.126,4.04,36622.0,34444.0,39791.0,50381.0,44184.0,4.224,52974.0,46453.0,39672.0,45118.5,8.323,4.032,8.252,4.299,8.508,54643.5,47250.0,37944.0,47500.0,212051323,4.26,4.219
51617.0,58171.0,37360.0,43878.0,5.557,4.827,4.818,5.19,"Mount Waverley - South",10.022,42224.0,5.218,10.355,9.957,41237.0,56979.5,49996.0,10.719,5.031,5.165,4.768,4.897,38147.0,35976.0,43488.5,52176.5,44216.5,5.125,53612.5,48022.0,41306.5,45752.0,9.987,4.803,9.944,5.327,10.034,55945.0,48261.0,39861.0,50318.0,212051324,5.161,5.147
51274.0,57678.5,37585.0,43456.5,5.611,5.016,5.018,5.701,"Mulgrave",10.605,42749.0,5.667,10.629,10.749,41649.5,55000.0,49299.0,10.685,5.052,5.074,5.051,5.023,37675.0,36770.5,44000.0,50517.0,44447.0,5.584,52557.0,47702.5,41417.0,45547.0,10.649,5.03,10.635,5.575,10.69,54103.0,48110.0,39460.5,50139.0,212051325,5.634,5.602
48937.0,55082.5,37531.0,42756.0,6.83,5.766,5.733,6.614,"Oakleigh - Huntingdale",12.416,41009.0,6.557,12.743,12.319,42857.0,54081.5,46201.5,13.1,6.087,6.274,5.711,5.93,38996.5,36464.5,45021.0,48166.0,43885.0,6.486,51458.0,46830.0,41833.0,45678.0,12.261,5.738,12.197,6.657,12.296,51999.5,48110.0,40038.0,49752.5,212051326,6.491,6.466
54386.0,56798.0,36400.0,43931.0,5.556,5.26,5.45,5.818,"Wheelers Hill",10.746,42568.0,5.973,10.716,11.096,41159.0,56562.0,52511.5,10.758,5.191,5.197,5.28,5.213,37463.5,35523.0,43125.0,53335.0,44564.0,5.532,55748.0,47702.0,40070.0,46365.0,10.967,5.192,10.77,5.524,11.419,56234.5,47942.5,38770.0,48943.0,212051327,5.711,5.585
41235.0,45698.0,33402.0,37307.0,2.634,1.628,1.644,2.321,"Ardeer - Albion",4.286,36157.5,2.423,4.374,3.921,37065.0,42315.0,39131.5,4.484,1.761,1.854,1.602,1.713,32008.0,31183.0,37915.5,40363.5,37364.0,2.57,41981.0,40110.0,36615.5,38812.5,3.932,1.674,4.129,2.613,4.067,42095.0,40349.0,34759.0,42872.0,213011328,2.306,2.46
50768.5,54320.0,36240.5,43111.0,2.91,2.351,2.284,2.659,"Cairnlea",5.324,42936.0,2.659,5.445,4.991,38581.0,53556.0,50701.0,5.535,2.559,2.62,2.333,2.498,36820.0,36482.5,39228.0,51915.0,43627.5,2.83,51592.0,44875.0,38433.0,43990.5,5.044,2.408,5.187,2.885,4.945,52597.5,45705.5,37672.0,46890.0,213011329,2.696,2.777
50767.5,54182.0,36232.0,43068.0,7.796,5.94,5.67,7.157,"Deer Park - Derrimut",13.507,42423.0,7.084,13.975,12.988,39368.5,52741.0,48879.5,14.181,6.321,6.384,5.83,6.072,37007.5,36002.0,40355.0,50009.0,43869.0,7.434,51593.0,45816.0,38577.0,44886.0,13.143,6.011,13.332,7.651,12.755,52264.0,46151.0,37736.0,47532.0,213011330,7.197,7.326
46988.0,52946.0,34820.0,39974.5,2.411,2.037,2.015,2.407,"Delahey",4.536,39305.5,2.45,4.58,4.456,37123.0,51018.0,45821.0,4.573,2.148,2.167,2.05,2.104,35402.0,34263.5,38316.0,45787.0,40995.0,2.429,47398.0,42468.0,37293.0,41723.0,4.381,2.091,4.474,2.433,4.472,49075.5,43774.0,37221.0,45467.0,213011331,2.344,2.38
50163.5,54698.0,34905.0,41329.5,3.909,3.515,3.612,4.13,"Keilor Downs",7.351,40191.5,4.247,7.338,7.65,39564.0,53951.5,47530.0,7.334,3.435,3.423,3.518,3.421,36720.0,33782.0,40685.0,48461.0,42603.0,3.936,51810.0,45364.0,38284.5,44011.0,7.494,3.457,7.401,3.899,7.864,52952.0,46637.0,37440.0,47401.0,213011332,3.973,3.946
44133.0,48200.5,32247.0,38824.5,3.774,2.735,2.819,3.575,"Kings Park (Vic.)",6.41,38151.0,3.659,6.564,6.349,34137.0,45403.0,43601.5,6.695,2.841,2.923,2.773,2.774,33387.0,31895.0,35947.0,44446.5,38837.0,3.633,45094.0,40131.0,33318.0,39929.5,6.243,2.793,6.349,3.725,6.472,45156.0,40355.0,33252.0,42361.0,213011333,3.512,3.557
39119.0,41365.0,28894.0,34886.0,5.958,3.759,3.719,5.108,"St Albans - North",9.404,34463.0,5.183,9.788,8.804,31618.0,41105.0,38261.0,10.241,4.134,4.288,3.699,3.997,30484.0,28836.0,32103.0,39095.0,34995.0,5.408,39645.0,36361.0,31478.5,35867.5,8.768,3.819,8.935,5.655,8.903,40321.0,37001.0,31131.5,37191.0,213011334,5.013,5.12
39633.5,42056.0,30161.0,35267.5,4.91,3.373,3.416,4.357,"St Albans - South",8.042,34649.5,4.515,8.46,7.691,30069.0,40181.0,39353.0,8.645,3.601,3.734,3.331,3.419,30272.0,29012.0,31637.0,39592.0,35150.0,4.62,39001.0,35984.0,31355.5,34988.0,7.736,3.454,7.973,4.854,7.933,40101.0,35843.0,29397.0,37259.0,213011335,4.365,4.516
39174.0,44054.0,33092.0,36306.5,3.421,2.08,2.095,2.893,"Sunshine",5.41,35309.0,2.915,5.633,4.875,35138.0,41159.0,39030.0,5.862,2.36,2.44,1.986,2.273,33369.0,31214.0,36595.0,38843.5,36381.5,3.133,40725.5,38101.5,33995.5,37171.0,4.996,2.169,5.124,3.277,5.013,41089.5,38585.0,32700.0,40907.5,213011336,2.91,2.956
