estm_prsnl_incme_yr_end_30_jne_sprnt_anty_erns_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_mdn_tl_excl_gvrnmt_pns_alwncs, slctd_gvrnmnt_pnsns_allwncs_30_jne_dsblty_spprt_pnsn_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_scnd_q, sa2_name_2016, estm_prsnl_incme_yr_end_30_jne_uncrptd_bsn_erns_mdn_age_yrs, estimates_personal_income_year_ended_30_june_mean_investment, exprmntl_hshld_wlth_estmts_mdlld_prvte_dwllngs_mn_nt_wrth, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_1_499_pr_wk_pc, estimates_personal_income_year_ended_30_june_mean_employee, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_n, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_m, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mdn, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_lwst_q, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_nm, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_ernrs_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_pymnt_nm, estimates_personal_income_year_ended_30_june_median_employee, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_nl_pc, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p105_r, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ngtve_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_sngle_nm, estm_prsnl_incme_yr_end_30_jne_mn_tl_excl_gvrnmt_pns_alwncs, estimates_personal_income_year_ended_30_june_total_employee_m, estmts_prsnl_incme_yr_endd_30_jne_mdn_sprnntn_annty, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_0, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_b_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_1, estmts_prsnl_incme_yr_endd_30_jne_ttl_sprnntn_annty_m, estimates_personal_income_year_ended_30_june_median_investment, estmts_prsnl_incme_yr_endd_30_jne_mn_sprnntn_annty, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_3000_pr_wk_pc, estmts_prsnl_incme_yr_endd_30_jne_ttl_unncrprtd_bsnss_m, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p805_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p802_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_gni_cf, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p205_r, estmts_prsnl_incme_yr_endd_30_jne_mn_unncrprtd_bsnss, slctd_gvrnmt_pns_alwncs_30_jne_yth_alwnce_fl_tme_stdnprc_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_500_999_pr_wk_pc, equivalised_total_household_income_census_median_weekly, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_thrd_q, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mn, slctd_gvrnmnt_pnsns_allwncs_30_jne_nwstrt_allwnce_nm, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_prsns_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_cmmnwlth_rnt_assstnce_nm, sa2_maincode_2016, estimates_personal_income_year_ended_30_june_total_investment_m, estmts_prsnl_incme_yr_endd_30_jne_emplye_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_age_pnsn_cntrlnk_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_yth_allwnce_nm, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_o, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_amnt_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_2000_2999_pr_wk_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_allwnce_nm, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_1000_1999_pr_wk_pc, yr, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_indqtly_dscrb_std_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_prtnrd_nm, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_hgst_q, estmts_prsnl_incme_yr_endd_30_jne_mdn_unncrprtd_bsnss, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_mdn_age_yrs
null,null,null,212,null,"Chirnside Park",null,null,null,null,null,null,null,null,null,null,null,null,62,null,null,null,null,52,null,null,null,null,403,null,null,null,null,null,null,null,null,null,null,null,null,61,null,null,null,null,null,165,null,282,"211051275",null,null,1141,18,null,523,null,null,null,242,null,2019,null,11,null,null,null,null,null
null,null,null,478,null,"Healesville - Yarra Glen",null,null,null,null,null,null,null,null,null,null,null,null,124,null,null,null,null,112,null,null,null,null,623,null,null,null,null,null,null,null,null,null,null,null,null,55,null,null,null,null,null,312,null,509,"211051276",null,null,1847,25,null,796,null,null,null,358,null,2019,null,25,null,null,null,null,null
null,null,null,730,null,"Yarra Valley",null,null,null,null,null,null,null,null,null,null,null,null,182,null,null,null,null,203,null,null,null,null,960,null,null,null,null,null,null,null,null,null,null,null,null,74,null,null,null,null,null,552,null,782,"211051286",null,null,1914,40,null,1247,null,null,null,500,null,2019,null,40,null,null,null,null,null
null,null,null,241,null,"Beaconsfield - Officer",null,null,null,null,null,null,null,null,null,null,null,null,111,null,null,null,null,181,null,null,null,null,1027,null,null,null,null,null,null,null,null,null,null,null,null,124,null,null,null,null,null,302,null,824,"212011287",null,null,1052,42,null,1280,null,null,null,364,null,2019,null,61,null,null,null,null,null
null,null,null,160,null,"Montrose",null,null,null,null,null,null,null,null,null,null,null,null,40,null,null,null,null,30,null,null,null,null,207,null,null,null,null,null,null,null,null,null,null,null,null,33,null,null,null,null,null,107,null,180,"211051280",null,null,760,10,null,286,null,null,null,167,null,2019,null,5,null,null,null,null,null
null,null,null,642,null,"Mooroolbark",null,null,null,null,null,null,null,null,null,null,null,null,167,null,null,null,null,166,null,null,null,null,1049,null,null,null,null,null,null,null,null,null,null,null,null,162,null,null,null,null,null,477,null,959,"211051281",null,null,2203,74,null,1347,null,null,null,579,null,2019,null,63,null,null,null,null,null
null,null,null,176,null,"Bunyip - Garfield",null,null,null,null,null,null,null,null,null,null,null,null,67,null,null,null,null,66,null,null,null,null,319,null,null,null,null,null,null,null,null,null,null,null,null,47,null,null,null,null,null,159,null,249,"212011288",null,null,873,19,null,469,null,null,null,182,null,2019,null,11,null,null,null,null,null
null,null,null,354,null,"Emerald - Cockatoo",null,null,null,null,null,null,null,null,null,null,null,null,104,null,null,null,null,100,null,null,null,null,654,null,null,null,null,null,null,null,null,null,null,null,null,94,null,null,null,null,null,281,null,364,"212011289",null,null,1411,21,null,899,null,null,null,384,null,2019,null,23,null,null,null,null,null
null,null,null,193,null,"Koo Wee Rup",null,null,null,null,null,null,null,null,null,null,null,null,80,null,null,null,null,100,null,null,null,null,447,null,null,null,null,null,null,null,null,null,null,null,null,32,null,null,null,null,null,167,null,288,"212011290",null,null,787,14,null,568,null,null,null,216,null,2019,null,16,null,null,null,null,null
null,null,null,255,null,"Mount Evelyn",null,null,null,null,null,null,null,null,null,null,null,null,62,null,null,null,null,58,null,null,null,null,378,null,null,null,null,null,null,null,null,null,null,null,null,53,null,null,null,null,null,140,null,242,"211051283",null,null,875,21,null,513,null,null,null,233,null,2019,null,10,null,null,null,null,null
null,null,null,471,null,"Hallam",null,null,null,null,null,null,null,null,null,null,null,null,257,null,null,null,null,111,null,null,null,null,776,null,null,null,null,null,null,null,null,null,null,null,null,147,null,null,null,null,null,383,null,665,"212021297",null,null,1187,35,null,996,null,null,null,411,null,2019,null,91,null,null,null,null,null
null,null,null,121,null,"Narre Warren North",null,null,null,null,null,null,null,null,null,null,null,null,54,null,null,null,null,24,null,null,null,null,161,null,null,null,null,null,null,null,null,null,null,null,null,52,null,null,null,null,null,77,null,101,"212021299",null,null,552,8,null,241,null,null,null,181,null,2019,null,16,null,null,null,null,null
null,null,null,203,null,"Upwey - Tecoma",null,null,null,null,null,null,null,null,null,null,null,null,55,null,null,null,null,56,null,null,null,null,343,null,null,null,null,null,null,null,null,null,null,null,null,64,null,null,null,null,null,174,null,235,"211051284",null,null,724,16,null,436,null,null,null,186,null,2019,null,6,null,null,null,null,null
null,null,null,138,null,"Wandin - Seville",null,null,null,null,null,null,null,null,null,null,null,null,39,null,null,null,null,46,null,null,null,null,308,null,null,null,null,null,null,null,null,null,null,null,null,31,null,null,null,null,null,103,null,173,"211051285",null,null,656,16,null,419,null,null,null,155,null,2019,null,7,null,null,null,null,null
null,null,null,521,null,"Pakenham - North",null,null,null,null,null,null,null,null,null,null,null,null,225,null,null,null,null,417,null,null,null,null,1673,null,null,null,null,null,null,null,null,null,null,null,null,133,null,null,null,null,null,571,null,1359,"212011291",null,null,1479,69,null,2053,null,null,null,579,null,2019,null,102,null,null,null,null,null
null,null,null,389,null,"Berwick - North",null,null,null,null,null,null,null,null,null,null,null,null,155,null,null,null,null,151,null,null,null,null,805,null,null,null,null,null,null,null,null,null,null,null,null,154,null,null,null,null,null,321,null,825,"212021293",null,null,2761,41,null,1051,null,null,null,505,null,2019,null,29,null,null,null,null,null
null,null,null,387,null,"Berwick - South",null,null,null,null,null,null,null,null,null,null,null,null,204,null,null,null,null,184,null,null,null,null,1384,null,null,null,null,null,null,null,null,null,null,null,null,223,null,null,null,null,null,404,null,921,"212021294",null,null,1241,47,null,1884,null,null,null,631,null,2019,null,61,null,null,null,null,null
null,null,null,739,null,"Doveton",null,null,null,null,null,null,null,null,null,null,null,null,281,null,null,null,null,188,null,null,null,null,1029,null,null,null,null,null,null,null,null,null,null,null,null,157,null,null,null,null,null,609,null,941,"212021295",null,null,1281,56,null,1218,null,null,null,498,null,2019,null,108,null,null,null,null,null
null,null,null,854,null,"Pakenham - South",null,null,null,null,null,null,null,null,null,null,null,null,365,null,null,null,null,507,null,null,null,null,2294,null,null,null,null,null,null,null,null,null,null,null,null,209,null,null,null,null,null,847,null,1882,"212011292",null,null,2910,124,null,2834,null,null,null,919,null,2019,null,125,null,null,null,null,null
null,null,null,402,null,"Endeavour Hills - North",null,null,null,null,null,null,null,null,null,null,null,null,187,null,null,null,null,91,null,null,null,null,633,null,null,null,null,null,null,null,null,null,null,null,null,143,null,null,null,null,null,401,null,461,"212021453",null,null,1197,27,null,837,null,null,null,427,null,2019,null,47,null,null,null,null,null
null,null,null,342,null,"Narre Warren - North East",null,null,null,null,null,null,null,null,null,null,null,null,183,null,null,null,null,118,null,null,null,null,732,null,null,null,null,null,null,null,null,null,null,null,null,166,null,null,null,null,null,322,null,528,"212021455",null,null,1013,37,null,968,null,null,null,398,null,2019,null,42,null,null,null,null,null
null,null,null,520,null,"Narre Warren - South West",null,null,null,null,null,null,null,null,null,null,null,null,239,null,null,null,null,181,null,null,null,null,1000,null,null,null,null,null,null,null,null,null,null,null,null,160,null,null,null,null,null,463,null,872,"212021456",null,null,1269,53,null,1251,null,null,null,476,null,2019,null,80,null,null,null,null,null
null,null,null,550,null,"Cranbourne North",null,null,null,null,null,null,null,null,null,null,null,null,278,null,null,null,null,310,null,null,null,null,1802,null,null,null,null,null,null,null,null,null,null,null,null,221,null,null,null,null,null,551,null,1082,"212031302",null,null,1001,62,null,2341,null,null,null,611,null,2019,null,151,null,null,null,null,null
null,null,null,911,null,"Hampton Park - Lynbrook",null,null,null,null,null,null,null,null,null,null,null,null,467,null,null,null,null,279,null,null,null,null,2159,null,null,null,null,null,null,null,null,null,null,null,null,365,null,null,null,null,null,948,null,1517,"212031305",null,null,1801,108,null,2691,null,null,null,818,null,2019,null,237,null,null,null,null,null
null,null,null,218,null,"Lynbrook - Lyndhurst",null,null,null,null,null,null,null,null,null,null,null,null,125,null,null,null,null,109,null,null,null,null,888,null,null,null,null,null,null,null,null,null,null,null,null,157,null,null,null,null,null,245,null,472,"212031306",null,null,622,27,null,1199,null,null,null,309,null,2019,null,57,null,null,null,null,null
null,null,null,250,null,"Narre Warren South (East)",null,null,null,null,null,null,null,null,null,null,null,null,142,null,null,null,null,48,null,null,null,null,584,null,null,null,null,null,null,null,null,null,null,null,null,144,null,null,null,null,null,205,null,300,"212031457",null,null,762,25,null,818,null,null,null,365,null,2019,null,50,null,null,null,null,null
null,null,null,415,null,"Narre Warren South (West)",null,null,null,null,null,null,null,null,null,null,null,null,259,null,null,null,null,149,null,null,null,null,1135,null,null,null,null,null,null,null,null,null,null,null,null,246,null,null,null,null,null,414,null,650,"212031458",null,null,847,56,null,1477,null,null,null,510,null,2019,null,128,null,null,null,null,null
null,null,null,423,null,"Clarinda - Oakleigh South",null,null,null,null,null,null,null,null,null,null,null,null,166,null,null,null,null,46,null,null,null,null,421,null,null,null,null,null,null,null,null,null,null,null,null,125,null,null,null,null,null,265,null,445,"212041309",null,null,1803,10,null,553,null,null,null,435,null,2019,null,31,null,null,null,null,null
null,null,null,364,null,"Clayton South",null,null,null,null,null,null,null,null,null,null,null,null,175,null,null,null,null,48,null,null,null,null,537,null,null,null,null,null,null,null,null,null,null,null,null,154,null,null,null,null,null,267,null,583,"212041310",null,null,1527,14,null,705,null,null,null,397,null,2019,null,34,null,null,null,null,null
null,null,null,1744,null,"Dandenong",null,null,null,null,null,null,null,null,null,null,null,null,595,null,null,null,null,329,null,null,null,null,2414,null,null,null,null,null,null,null,null,null,null,null,null,384,null,null,null,null,null,1663,null,3789,"212041311",null,null,3234,146,null,2837,null,null,null,1043,null,2019,null,336,null,null,null,null,null
null,null,null,183,null,"Dingley Village",null,null,null,null,null,null,null,null,null,null,null,null,84,null,null,null,null,33,null,null,null,null,287,null,null,null,null,null,null,null,null,null,null,null,null,75,null,null,null,null,null,146,null,237,"212041313",null,null,1318,9,null,383,null,null,null,254,null,2019,null,9,null,null,null,null,null
null,null,null,360,null,"Noble Park North",null,null,null,null,null,null,null,null,null,null,null,null,168,null,null,null,null,50,null,null,null,null,406,null,null,null,null,null,null,null,null,null,null,null,null,116,null,null,null,null,null,218,null,388,"212041316",null,null,1070,20,null,540,null,null,null,338,null,2019,null,20,null,null,null,null,null
null,null,null,639,null,"Keysborough",null,null,null,null,null,null,null,null,null,null,null,null,356,null,null,null,null,190,null,null,null,null,1396,null,null,null,null,null,null,null,null,null,null,null,null,368,null,null,null,null,null,596,null,929,"212041314",null,null,2613,38,null,1877,null,null,null,778,null,2019,null,96,null,null,null,null,null
null,null,null,732,null,"Springvale",null,null,null,null,null,null,null,null,null,null,null,null,492,null,null,null,null,132,null,null,null,null,1198,null,null,null,null,null,null,null,null,null,null,null,null,385,null,null,null,null,null,831,null,1394,"212041317",null,null,2521,34,null,1579,null,null,null,761,null,2019,null,111,null,null,null,null,null
null,null,null,401,null,"Springvale South",null,null,null,null,null,null,null,null,null,null,null,null,213,null,null,null,null,126,null,null,null,null,821,null,null,null,null,null,null,null,null,null,null,null,null,233,null,null,null,null,null,493,null,581,"212041318",null,null,1349,23,null,1066,null,null,null,396,null,2019,null,61,null,null,null,null,null
null,null,null,596,null,"Noble Park - East",null,null,null,null,null,null,null,null,null,null,null,null,185,null,null,null,null,118,null,null,null,null,838,null,null,null,null,null,null,null,null,null,null,null,null,138,null,null,null,null,null,458,null,986,"212041459",null,null,1288,44,null,1045,null,null,null,312,null,2019,null,62,null,null,null,null,null
null,null,null,781,null,"Noble Park - West",null,null,null,null,null,null,null,null,null,null,null,null,330,null,null,null,null,211,null,null,null,null,1247,null,null,null,null,null,null,null,null,null,null,null,null,286,null,null,null,null,null,667,null,1175,"212041460",null,null,2159,46,null,1581,null,null,null,569,null,2019,null,111,null,null,null,null,null
null,null,null,626,null,"Ashwood - Chadstone",null,null,null,null,null,null,null,null,null,null,null,null,155,null,null,null,null,77,null,null,null,null,575,null,null,null,null,null,null,null,null,null,null,null,null,254,null,null,null,null,null,374,null,809,"212051319",null,null,1686,27,null,714,null,null,null,417,null,2019,null,16,null,null,null,null,null
null,null,null,310,null,"Clayton",null,null,null,null,null,null,null,null,null,null,null,null,114,null,null,null,null,46,null,null,null,null,465,null,null,null,null,null,null,null,null,null,null,null,null,777,null,null,null,null,null,250,null,1170,"212051320",null,null,1330,16,null,576,null,null,null,278,null,2019,null,14,null,null,null,null,null
null,null,null,236,null,"Glen Waverley - East",null,null,null,null,null,null,null,null,null,null,null,null,94,null,null,null,null,38,null,null,null,null,541,null,null,null,null,null,null,null,null,null,null,null,null,260,null,null,null,null,null,196,null,484,"212051321",null,null,2215,24,null,774,null,null,null,360,null,2019,null,15,null,null,null,null,null
null,null,null,206,null,"Truganina",null,null,null,null,null,null,null,null,null,null,null,null,180,null,null,null,null,234,null,null,null,null,2328,null,null,null,null,null,null,null,null,null,null,null,null,180,null,null,null,null,null,420,null,1266,"213051366",null,null,550,32,null,2891,null,null,null,436,null,2019,null,220,null,null,null,null,null
null,null,null,272,null,"Glen Waverley - West",null,null,null,null,null,null,null,null,null,null,null,null,83,null,null,null,null,27,null,null,null,null,505,null,null,null,null,null,null,null,null,null,null,null,null,262,null,null,null,null,null,216,null,537,"212051322",null,null,1797,18,null,748,null,null,null,318,null,2019,null,25,null,null,null,null,null
null,null,null,387,null,"Mulgrave",null,null,null,null,null,null,null,null,null,null,null,null,195,null,null,null,null,65,null,null,null,null,654,null,null,null,null,null,null,null,null,null,null,null,null,185,null,null,null,null,null,301,null,510,"212051325",null,null,2395,24,null,887,null,null,null,529,null,2019,null,16,null,null,null,null,null
null,null,null,348,null,"Werribee - South",null,null,null,null,null,null,null,null,null,null,null,null,129,null,null,null,null,115,null,null,null,null,605,null,null,null,null,null,null,null,null,null,null,null,null,125,null,null,null,null,null,369,null,830,"213051368",null,null,1239,40,null,764,null,null,null,366,null,2019,null,49,null,null,null,null,null
null,null,null,200,null,"Mount Waverley - North",null,null,null,null,null,null,null,null,null,null,null,null,66,null,null,null,null,22,null,null,null,null,392,null,null,null,null,null,null,null,null,null,null,null,null,202,null,null,null,null,null,140,null,382,"212051323",null,null,1332,12,null,542,null,null,null,260,null,2019,null,19,null,null,null,null,null
null,null,null,233,null,"Wheelers Hill",null,null,null,null,null,null,null,null,null,null,null,null,113,null,null,null,null,41,null,null,null,null,443,null,null,null,null,null,null,null,null,null,null,null,null,153,null,null,null,null,null,171,null,369,"212051327",null,null,2529,8,null,623,null,null,null,399,null,2019,null,12,null,null,null,null,null
null,null,null,558,null,"Wyndham Vale",null,null,null,null,null,null,null,null,null,null,null,null,355,null,null,null,null,390,null,null,null,null,2307,null,null,null,null,null,null,null,null,null,null,null,null,235,null,null,null,null,null,790,null,1490,"213051369",null,null,1152,87,null,2790,null,null,null,807,null,2019,null,142,null,null,null,null,null
null,null,null,314,null,"Mount Waverley - South",null,null,null,null,null,null,null,null,null,null,null,null,96,null,null,null,null,34,null,null,null,null,462,null,null,null,null,null,null,null,null,null,null,null,null,232,null,null,null,null,null,186,null,468,"212051324",null,null,1794,14,null,632,null,null,null,386,null,2019,null,7,null,null,null,null,null
null,null,null,280,null,"Ardeer - Albion",null,null,null,null,null,null,null,null,null,null,null,null,100,null,null,null,null,106,null,null,null,null,480,null,null,null,null,null,null,null,null,null,null,null,null,60,null,null,null,null,null,401,null,748,"213011328",null,null,861,27,null,560,null,null,null,200,null,2019,null,41,null,null,null,null,null
null,null,null,476,null,"Oakleigh - Huntingdale",null,null,null,null,null,null,null,null,null,null,null,null,184,null,null,null,null,78,null,null,null,null,589,null,null,null,null,null,null,null,null,null,null,null,null,290,null,null,null,null,null,357,null,778,"212051326",null,null,2212,32,null,775,null,null,null,528,null,2019,null,29,null,null,null,null,null
null,null,null,200,null,"Cairnlea",null,null,null,null,null,null,null,null,null,null,null,null,180,null,null,null,null,100,null,null,null,null,586,null,null,null,null,null,null,null,null,null,null,null,null,176,null,null,null,null,null,345,null,314,"213011329",null,null,513,15,null,771,null,null,null,364,null,2019,null,44,null,null,null,null,null
null,null,null,148,null,"Point Cook - East",null,null,null,null,null,null,null,null,null,null,null,null,92,null,null,null,null,184,null,null,null,null,978,null,null,null,null,null,null,null,null,null,null,null,null,98,null,null,null,null,null,258,null,802,"213051464",null,null,405,34,null,1224,null,null,null,281,null,2019,null,45,null,null,null,null,null
null,null,null,301,null,"Delahey",null,null,null,null,null,null,null,null,null,null,null,null,192,null,null,null,null,83,null,null,null,null,554,null,null,null,null,null,null,null,null,null,null,null,null,144,null,null,null,null,null,359,null,503,"213011331",null,null,878,22,null,694,null,null,null,409,null,2019,null,51,null,null,null,null,null
null,null,null,714,null,"Deer Park - Derrimut",null,null,null,null,null,null,null,null,null,null,null,null,492,null,null,null,null,356,null,null,null,null,2082,null,null,null,null,null,null,null,null,null,null,null,null,312,null,null,null,null,null,1044,null,1508,"213011330",null,null,2026,75,null,2524,null,null,null,1002,null,2019,null,176,null,null,null,null,null
null,null,null,425,null,"Keilor Downs",null,null,null,null,null,null,null,null,null,null,null,null,284,null,null,null,null,135,null,null,null,null,678,null,null,null,null,null,null,null,null,null,null,null,null,167,null,null,null,null,null,462,null,490,"213011332",null,null,1785,27,null,849,null,null,null,718,null,2019,null,45,null,null,null,null,null
null,null,null,612,null,"Kings Park (Vic.)",null,null,null,null,null,null,null,null,null,null,null,null,472,null,null,null,null,209,null,null,null,null,1172,null,null,null,null,null,null,null,null,null,null,null,null,223,null,null,null,null,null,712,null,752,"213011333",null,null,1700,52,null,1420,null,null,null,812,null,2019,null,101,null,null,null,null,null
null,null,null,879,null,"St Albans - North",null,null,null,null,null,null,null,null,null,null,null,null,512,null,null,null,null,312,null,null,null,null,1618,null,null,null,null,null,null,null,null,null,null,null,null,301,null,null,null,null,null,1200,null,1680,"213011334",null,null,2639,70,null,1914,null,null,null,1030,null,2019,null,179,null,null,null,null,null
null,null,null,725,null,"St Albans - South",null,null,null,null,null,null,null,null,null,null,null,null,446,null,null,null,null,246,null,null,null,null,1294,null,null,null,null,null,null,null,null,null,null,null,null,315,null,null,null,null,null,1021,null,1185,"213011335",null,null,2204,56,null,1586,null,null,null,836,null,2019,null,93,null,null,null,null,null
null,null,null,320,null,"Sunshine",null,null,null,null,null,null,null,null,null,null,null,null,141,null,null,null,null,68,null,null,null,null,531,null,null,null,null,null,null,null,null,null,null,null,null,117,null,null,null,null,null,487,null,686,"213011336",null,null,894,34,null,634,null,null,null,278,null,2019,null,61,null,null,null,null,null
null,null,null,347,null,"Sunshine North",null,null,null,null,null,null,null,null,null,null,null,null,230,null,null,null,null,152,null,null,null,null,873,null,null,null,null,null,null,null,null,null,null,null,null,227,null,null,null,null,null,688,null,777,"213011337",null,null,1317,33,null,1037,null,null,null,442,null,2019,null,93,null,null,null,null,null
null,null,null,642,null,"Sunshine West",null,null,null,null,null,null,null,null,null,null,null,null,425,null,null,null,null,201,null,null,null,null,1261,null,null,null,null,null,null,null,null,null,null,null,null,280,null,null,null,null,null,940,null,1076,"213011338",null,null,2486,63,null,1567,null,null,null,880,null,2019,null,110,null,null,null,null,null
null,null,null,437,null,"Altona North",null,null,null,null,null,null,null,null,null,null,null,null,228,null,null,null,null,117,null,null,null,null,717,null,null,null,null,null,null,null,null,null,null,null,null,180,null,null,null,null,null,433,null,632,"213021343",null,null,2108,43,null,860,null,null,null,537,null,2019,null,78,null,null,null,null,null
null,null,null,98,null,"Burnside",null,null,null,null,null,null,null,null,null,null,null,null,82,null,null,null,null,39,null,null,null,null,262,null,null,null,null,null,null,null,null,null,null,null,null,68,null,null,null,null,null,125,null,121,"213041461",null,null,581,9,null,345,null,null,null,185,null,2019,null,13,null,null,null,null,null
null,null,null,330,null,"Newport",null,null,null,null,null,null,null,null,null,null,null,null,116,null,null,null,null,71,null,null,null,null,421,null,null,null,null,null,null,null,null,null,null,null,null,123,null,null,null,null,null,300,null,513,"213021344",null,null,1247,30,null,528,null,null,null,373,null,2019,null,23,null,null,null,null,null
null,null,null,349,null,"West Footscray - Tottenham",null,null,null,null,null,null,null,null,null,null,null,null,87,null,null,null,null,63,null,null,null,null,405,null,null,null,null,null,null,null,null,null,null,null,null,147,null,null,null,null,null,427,null,698,"213031351",null,null,773,18,null,485,null,null,null,253,null,2019,null,32,null,null,null,null,null
null,null,null,109,null,"Seabrook",null,null,null,null,null,null,null,null,null,null,null,null,54,null,null,null,null,34,null,null,null,null,259,null,null,null,null,null,null,null,null,null,null,null,null,32,null,null,null,null,null,100,null,149,"213021345",null,null,340,11,null,331,null,null,null,152,null,2019,null,10,null,null,null,null,null
null,null,null,334,null,"Williamstown",null,null,null,null,null,null,null,null,null,null,null,null,73,null,null,null,null,50,null,null,null,null,314,null,null,null,null,null,null,null,null,null,null,null,null,93,null,null,null,null,null,233,null,396,"213021346",null,null,1232,17,null,376,null,null,null,292,null,2019,null,12,null,null,null,null,null
null,null,null,589,null,"Footscray",null,null,null,null,null,null,null,null,null,null,null,null,131,null,null,null,null,81,null,null,null,null,467,null,null,null,null,null,null,null,null,null,null,null,null,364,null,null,null,null,null,758,null,1229,"213031348",null,null,1134,42,null,562,null,null,null,258,null,2019,null,34,null,null,null,null,null
null,null,null,960,null,"Melton",null,null,null,null,null,null,null,null,null,null,null,null,486,null,null,null,null,420,null,null,null,null,1592,null,null,null,null,null,null,null,null,null,null,null,null,136,null,null,null,null,null,948,null,1547,"213041356",null,null,1994,109,null,1902,null,null,null,972,null,2019,null,112,null,null,null,null,null
null,null,null,719,null,"Braybrook",null,null,null,null,null,null,null,null,null,null,null,null,351,null,null,null,null,166,null,null,null,null,1036,null,null,null,null,null,null,null,null,null,null,null,null,326,null,null,null,null,null,906,null,893,"213031347",null,null,1469,46,null,1237,null,null,null,599,null,2019,null,96,null,null,null,null,null
null,null,null,1074,null,"Melton South",null,null,null,null,null,null,null,null,null,null,null,null,544,null,null,null,null,597,null,null,null,null,2603,null,null,null,null,null,null,null,null,null,null,null,null,188,null,null,null,null,null,1097,null,2365,"213041357",null,null,2148,148,null,3078,null,null,null,1098,null,2019,null,220,null,null,null,null,null
null,null,null,189,null,"Seddon - Kingsville",null,null,null,null,null,null,null,null,null,null,null,null,79,null,null,null,null,39,null,null,null,null,221,null,null,null,null,null,null,null,null,null,null,null,null,89,null,null,null,null,null,231,null,391,"213031350",null,null,630,5,null,263,null,null,null,183,null,2019,null,13,null,null,null,null,null
null,null,null,628,null,"Melton West",null,null,null,null,null,null,null,null,null,null,null,null,385,null,null,null,null,365,null,null,null,null,1648,null,null,null,null,null,null,null,null,null,null,null,null,175,null,null,null,null,null,694,null,1171,"213041358",null,null,1288,108,null,2005,null,null,null,830,null,2019,null,101,null,null,null,null,null
