yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_fll_tme_stdyng_prt_pc, yth_15_19_yrs_enggmnt_wrkstdy_cnss_ttl_prsns_agd_nm, occptn_emplyd_prsns_prcntge_of_ttl_cnss_tchncns_trds_wrkrs_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_10_eqvlnt_pc, yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_fll_tme_stdyng_pc, yth_15_19_yrs_engmt_wrkstdy_cns_wrkng_awy_wrk_stdyng_fl_tme_pc, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_hlth_pc, occptn_emplyd_prsns_prcntge_of_ttl_cnss_lbrrs_pc, lbr_frce_stts_prsns_agd_15_yrs_cnss_ttl_ppltn_and_ovr_nm, yth_15_19_yrs_enggmnt_wrkstdy_cnss_flly_enggd_pc, chldrn_enrld_prschl_prgm_4_5_yr_olds_1_jly_in_wthn_a_lng_dy_cre, jobs_australia_year_ended_30_june_number_employee_manufacturing, labour_force_status_persons_aged_15_years_census_num, labour_force_status_persons_aged_15_years_census_unemployed_num, jbs_astrla_yr_endd_30_jne_nmbr_emplye_trnsprt_pstl_wrhsng, sa2_name_2016, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_archte_and_bldng_pc, jobs_in_australia_year_ended_30_june_number_of_jobs_persons, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_go_pc, chldrn_enrld_prschl_prgm_4_5_yr_olds_1_jly_in_a_nm, jbs_astrla_yr_endd_30_jne_nmbr_emplye_rntl_hrng_rl_estte_srvcs, children_attending_preschool_program_1_july_15_hours_num, jobs_australia_year_ended_30_june_number_employee_construction, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_infrmt_tchnlgy_pc, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_scty_and_cltre_pc, chldrn_enrlld_prschl_prgrm_4_5_yr_olds_1_jly_ttl_in_nm, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_crtfcte_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_fnnce_insrnce_srvcs, youth_15_19_years_engagement_workstudy_census_fully_engaged_pc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_of_indqtly_dscrb_std, hghr_edctn_ln_prgrm_hlp_rpymnts_yr_endd_30_jne_txpyrs_rpymnt_nm, chldrn_enrld_prschl_prgm_4_5_yr_olds_1_jly_acrs_one_prvd_type_n, ocptn_emplyd_prsn_prcntge_of_tl_cns_cmnty_prsnl_srvce_wrks_pc, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_advncd_dplmdplma_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_hlth_cre_scl_assstnce, jobs_australia_year_ended_30_june_number_employee_jobs_total, chldrn_enrlld_prschl_prgrm_4_5_yr_olds_1_jly_ttl_in_a_nm, jbs_astrla_yr_endd_30_jne_nmbr_emplye_pblc_admnstrtn_sfty, jobs_in_australia_year_ended_30_june_number_of_jobs_males, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_crtve_arts_pc, yth_15_19_yrs_enggmnt_wrkstdy_cnss_stdyng_fll_tme_wrkng_pc, persons_non_school_qualifications_aged_15_years_census_pc, labour_force_status_persons_aged_15_years_census_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_accmmdtn_fd_srvcs, jbs_astrla_yr_endd_30_jne_nmbr_emplye_admnstrtve_spprt_srvcs, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_pstgrdte_dgre_pc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_ntrl_and_physcl_scn, yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_prt_tme_stdyng_fll_pc, prsn_n_schl_qlfctns_agd_15_yrs_cns_grdte_dplmgrte_crtfe_pc, jobs_australia_year_ended_30_june_number_employee_jobs_mining, jobs_in_australia_year_ended_30_june_number_of_jobs_females, occptn_emplyd_prsns_prcntge_of_ttl_cnss_mngrs_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_11_eqvlnt_pc, yth_15_19_yrs_engmt_wrkstdy_cns_wrkng_fl_tme_stdyng_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_agrcltre_frstry_fshng, children_attending_preschool_program_1_july_less_15_hours_num, yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_prt_tme_stdyng_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_edctn_trnng, occptn_emplyd_prsns_prcntge_of_ttl_cnss_prfssnls_pc, highest_year_school_completed_persons_aged_15_years_census_8_pc, occptn_emplyd_prsns_prcntge_of_ttl_cnss_indqtly_dscrbd_pc, chldrn_enrlld_prschl_prgrm_4_5_yr_olds_1_jly_in_a_nm, labour_force_status_persons_aged_15_years_census_stated_pc, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_mxd_prgrmms_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_arts_rcrtn_srvcs, jobs_australia_year_ended_30_june_number_employee_retail_trade, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_fd_hsptly_and_prsnl, lbr_frce_stts_prsns_agd_15_yrs_cnss_prtcptn_rte_pc, occptn_emplyd_prsns_prcntge_of_ttl_cnss_mchnry_oprtrs_drvrs_pc, ocptn_emplyd_prsn_prcntge_of_tl_cns_clr_admnstrve_wrks_pc, lbr_frce_stts_prsns_agd_15_yrs_cnss_unmplymnt_rte_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_whlsle_trde, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_edctn_pc, labour_force_status_persons_aged_15_years_census_employed_num, sa2_maincode_2016, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_engr_and_rltd_tchnlg, occptn_emplyd_prsns_prcntge_of_ttl_cnss_sls_wrkrs_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_12_eqvlnt_pc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_agrclte_envrmtl_and, yr, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_9_eqvlnt_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_infrmtn_mda_tlcmmnctns, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_bchlr_dgre_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_of_sttd_pc, jbs_astrl_yr_end_30_jne_nmbr_emply_elctry_gs_wtr_wste_srvc, jbs_astrl_yr_end_30_jne_nmbr_emply_prfsnl_scntf_tchnl_srvc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_mngt_and_cmre_pc, jobs_australia_year_ended_30_june_number_employee_jobs_services, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_indqtly_dscrbd_pc
null,null,null,null,null,null,null,null,null,null,29,null,null,null,null,"Warrandyte - Wonga Park",null,null,null,19,null,64,null,null,null,40,null,null,null,null,null,5,null,null,null,null,75,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8,null,null,null,null,null,60,null,null,null,null,null,null,null,null,null,null,null,null,"211021262",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,6,null,null,null,null,"Macedon",null,null,null,20,null,49,null,null,null,27,null,null,null,null,null,18,null,null,null,null,53,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,null,null,null,null,null,29,null,null,null,null,null,null,null,null,null,null,null,null,"210021233",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,79,null,null,null,null,"Coburg North",null,null,null,29,null,117,null,null,null,35,null,null,null,null,null,13,null,null,null,null,132,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,null,null,null,null,null,102,null,null,null,null,null,null,null,null,null,null,null,null,"210031236",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,73,null,null,null,null,"Fawkner",null,null,null,58,null,187,null,null,null,187,null,null,null,null,null,10,null,null,null,null,266,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60,null,null,null,null,null,207,null,null,null,null,null,null,null,null,null,null,null,null,"210031237",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,206,null,null,null,null,"Pascoe Vale",null,null,null,109,null,325,null,null,null,159,null,null,null,null,null,43,null,null,null,null,406,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63,null,null,null,null,null,298,null,null,null,null,null,null,null,null,null,null,null,null,"210031239",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,26,null,null,null,null,"Gowanbrae",null,null,null,5,null,34,null,null,null,4,null,null,null,null,null,null,null,null,null,null,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30,null,null,null,null,null,null,null,null,null,null,null,null,"210031439",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,133,null,null,null,null,"Glenroy",null,null,null,80,null,269,null,null,null,198,null,null,null,null,null,23,null,null,null,null,355,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73,null,null,null,null,null,273,null,null,null,null,null,null,null,null,null,null,null,null,"210031438",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,60,null,null,null,null,"Ringwood North",null,null,null,50,null,132,null,null,null,62,null,null,null,null,null,33,null,null,null,null,158,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15,null,null,null,null,null,105,null,null,null,null,null,null,null,null,null,null,null,null,"211031268",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,61,null,null,null,null,"Broadmeadows",null,null,null,46,null,139,null,null,null,141,null,null,null,null,null,4,null,null,null,null,205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47,null,null,null,null,null,164,null,null,null,null,null,null,null,null,null,null,null,null,"210051242",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,87,null,null,null,null,"Campbellfield - Coolaroo",null,null,null,49,null,206,null,null,null,179,null,null,null,null,null,11,null,null,null,null,284,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,61,null,null,null,null,null,234,null,null,null,null,null,null,null,null,null,null,null,null,"210051243",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,38,null,null,null,null,"Croydon South",null,null,null,28,null,78,null,null,null,42,null,null,null,null,null,8,null,null,null,null,87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14,null,null,null,null,null,56,null,null,null,null,null,null,null,null,null,null,null,null,"211031452",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,70,null,null,null,null,"Meadow Heights",null,null,null,42,null,155,null,null,null,147,null,null,null,null,null,11,null,null,null,null,221,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,52,null,null,null,null,null,182,null,null,null,null,null,null,null,null,null,null,null,null,"210051247",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,52,null,null,null,null,"Belgrave - Selby",null,null,null,49,null,105,null,null,null,67,null,null,null,null,null,11,null,null,null,null,128,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,85,null,null,null,null,null,null,null,null,null,null,null,null,"211051274",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,140,null,null,null,null,"Gladstone Park - Westmeadows",null,null,null,73,null,222,null,null,null,115,null,null,null,null,null,15,null,null,null,null,269,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40,null,null,null,null,null,195,null,null,null,null,null,null,null,null,null,null,null,null,"210051245",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,114,null,null,null,null,"Greenvale - Bulla",null,null,null,60,null,217,null,null,null,140,null,null,null,null,null,27,null,null,null,null,273,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42,null,null,null,null,null,215,null,null,null,null,null,null,null,null,null,null,null,null,"210051246",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,88,null,null,null,null,"Endeavour Hills - South",null,null,null,46,null,147,null,null,null,98,null,null,null,null,null,7,null,null,null,null,189,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33,null,null,null,null,null,144,null,null,null,null,null,null,null,null,null,null,null,null,"212021454",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,145,null,null,null,null,"Roxburgh Park - Somerton",null,null,null,63,null,247,null,null,null,166,null,null,null,null,null,29,null,null,null,null,337,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68,null,null,null,null,null,271,null,null,null,null,null,null,null,null,null,null,null,null,"210051249",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,44,null,null,null,null,"Craigieburn - Central",null,null,null,34,null,104,null,null,null,88,null,null,null,null,null,9,null,null,null,null,145,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26,null,null,null,null,null,110,null,null,null,null,null,null,null,null,null,null,null,null,"210051441",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,103,null,null,null,null,"Knoxfield - Scoresby",null,null,null,61,null,211,null,null,null,114,null,null,null,null,null,35,null,null,null,null,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,184,null,null,null,null,null,null,null,null,null,null,null,null,"211011254",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,139,null,null,null,null,"Craigieburn - South",null,null,null,76,null,226,null,null,null,167,null,null,null,null,null,15,null,null,null,null,318,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,80,null,null,null,null,null,244,null,null,null,null,null,null,null,null,null,null,null,null,"210051443",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,164,null,null,null,null,"Craigieburn - West",null,null,null,94,null,341,null,null,null,235,null,null,null,null,null,37,null,null,null,null,436,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78,null,null,null,null,null,344,null,null,null,null,null,null,null,null,null,null,null,null,"210051444",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,120,null,null,null,null,"Mickleham - Yuroke",null,null,null,39,null,214,null,null,null,133,null,null,null,null,null,22,null,null,null,null,273,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57,null,null,null,null,null,237,null,null,null,null,null,null,null,null,null,null,null,null,"210051445",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,95,null,null,null,null,"Bayswater",null,null,null,51,null,140,null,null,null,66,null,null,null,null,null,17,null,null,null,null,171,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,123,null,null,null,null,null,null,null,null,null,null,null,null,"211011251",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,249,null,null,null,null,"Cranbourne",null,null,null,110,null,294,null,null,null,143,null,null,null,null,null,9,null,null,null,null,399,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,90,null,null,null,null,null,287,null,null,null,null,null,null,null,null,null,null,null,null,"212031300",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,32,null,null,null,null,"Lysterfield",null,null,null,30,null,74,null,null,null,43,null,null,null,null,null,11,null,null,null,null,86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,null,null,null,null,null,59,null,null,null,null,null,null,null,null,null,null,null,null,"211011255",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,589,null,null,null,null,"Cranbourne East",null,null,null,276,null,902,null,null,null,574,null,null,null,null,null,51,null,null,null,null,1211,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,265,null,null,null,null,null,934,null,null,null,null,null,null,null,null,null,null,null,null,"212031301",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,87,null,null,null,null,"Rowville - Central",null,null,null,44,null,181,null,null,null,74,null,null,null,null,null,49,null,null,null,null,209,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18,null,null,null,null,null,160,null,null,null,null,null,null,null,null,null,null,null,null,"211011256",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,112,null,null,null,null,"Boronia",null,null,null,99,null,259,null,null,null,169,null,null,null,null,null,31,null,null,null,null,309,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39,null,null,null,null,null,204,null,null,null,null,null,null,null,null,null,null,null,null,"211011446",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,236,null,null,null,null,"Cranbourne North",null,null,null,153,null,407,null,null,null,275,null,null,null,null,null,21,null,null,null,null,538,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,99,null,null,null,null,null,388,null,null,null,null,null,null,null,null,null,null,null,null,"212031302",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,89,null,null,null,null,"Ferntree Gully (North)",null,null,null,74,null,184,null,null,null,97,null,null,null,null,null,23,null,null,null,null,217,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27,null,null,null,null,null,139,null,null,null,null,null,null,null,null,null,null,null,null,"211011447",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,118,null,null,null,null,"Croydon Hills - Warranwood",null,null,null,85,null,219,null,null,null,116,null,null,null,null,null,31,null,null,null,null,261,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40,null,null,null,null,null,178,null,null,null,null,null,null,null,null,null,null,null,null,"211031265",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,119,null,null,null,null,"Ringwood",null,null,null,85,null,228,null,null,null,141,null,null,null,null,null,25,null,null,null,null,284,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45,null,null,null,null,null,196,null,null,null,null,null,null,null,null,null,null,null,null,"211031266",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,166,null,null,null,null,"Ringwood East",null,null,null,111,null,304,null,null,null,162,null,null,null,null,null,41,null,null,null,null,369,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55,null,null,null,null,null,260,null,null,null,null,null,null,null,null,null,null,null,null,"211031267",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,77,null,null,null,null,"Ferntree Gully (South) - Upper Ferntree Gully",null,null,null,62,null,192,null,null,null,112,null,null,null,null,null,37,null,null,null,null,229,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25,null,null,null,null,null,162,null,null,null,null,null,null,null,null,null,null,null,null,"211011448",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,134,null,null,null,null,"Cranbourne South",null,null,null,60,null,215,null,null,null,102,null,null,null,null,null,13,null,null,null,null,245,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23,null,null,null,null,null,187,null,null,null,null,null,null,null,null,null,null,null,null,"212031303",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,36,null,null,null,null,"The Basin",null,null,null,23,null,63,null,null,null,35,null,null,null,null,null,13,null,null,null,null,79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12,null,null,null,null,null,57,null,null,null,null,null,null,null,null,null,null,null,null,"211011449",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,97,null,null,null,null,"Donvale - Park Orchards",null,null,null,59,null,152,null,null,null,66,null,null,null,null,null,20,null,null,null,null,185,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18,null,null,null,null,null,128,null,null,null,null,null,null,null,null,null,null,null,null,"211021261",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,101,null,null,null,null,"Bayswater North",null,null,null,57,null,178,null,null,null,104,null,null,null,null,null,21,null,null,null,null,223,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36,null,null,null,null,null,165,null,null,null,null,null,null,null,null,null,null,null,null,"211031263",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,116,null,null,null,null,"Croydon - East",null,null,null,87,null,206,null,null,null,122,null,null,null,null,null,25,null,null,null,null,258,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45,null,null,null,null,null,170,null,null,null,null,null,null,null,null,null,null,null,null,"211031450",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,128,null,null,null,null,"Croydon - West",null,null,null,54,null,191,null,null,null,81,null,null,null,null,null,17,null,null,null,null,225,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30,null,null,null,null,null,174,null,null,null,null,null,null,null,null,null,null,null,null,"211031451",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,72,null,null,null,null,"Forest Hill",null,null,null,34,null,134,null,null,null,62,null,null,null,null,null,19,null,null,null,null,155,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,null,null,null,null,null,120,null,null,null,null,null,null,null,null,null,null,null,null,"211041269",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,137,null,null,null,null,"Mitcham (Vic.)",null,null,null,73,null,230,null,null,null,108,null,null,null,null,null,34,null,null,null,null,279,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42,null,null,null,null,null,202,null,null,null,null,null,null,null,null,null,null,null,null,"211041270",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,71,null,null,null,null,"Kilsyth",null,null,null,44,null,112,null,null,null,57,null,null,null,null,null,7,null,null,null,null,139,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23,null,null,null,null,null,100,null,null,null,null,null,null,null,null,null,null,null,null,"211051277",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,78,null,null,null,null,"Nunawading",null,null,null,48,null,159,null,null,null,83,null,null,null,null,null,24,null,null,null,null,187,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,139,null,null,null,null,null,null,null,null,null,null,null,null,"211041271",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,138,null,null,null,null,"Lilydale - Coldstream",null,null,null,79,null,207,null,null,null,110,null,null,null,null,null,18,null,null,null,null,268,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49,null,null,null,null,null,184,null,null,null,null,null,null,null,null,null,null,null,null,"211051278",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,30,null,null,null,null,"Monbulk - Silvan",null,null,null,30,null,72,null,null,null,50,null,null,null,null,null,8,null,null,null,null,88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14,null,null,null,null,null,54,null,null,null,null,null,null,null,null,null,null,null,null,"211051279",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,68,null,null,null,null,"Vermont",null,null,null,57,null,183,null,null,null,95,null,null,null,null,null,53,null,null,null,null,212,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22,null,null,null,null,null,157,null,null,null,null,null,null,null,null,null,null,null,null,"211041272",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,56,null,null,null,null,"Vermont South",null,null,null,27,null,113,null,null,null,45,null,null,null,null,null,23,null,null,null,null,127,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12,null,null,null,null,null,99,null,null,null,null,null,null,null,null,null,null,null,null,"211041273",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,91,null,null,null,null,"Chirnside Park",null,null,null,73,null,145,null,null,null,79,null,null,null,null,null,10,null,null,null,null,180,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37,null,null,null,null,null,112,null,null,null,null,null,null,null,null,null,null,null,null,"211051275",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,100,null,null,null,null,"Healesville - Yarra Glen",null,null,null,55,null,178,null,null,null,111,null,null,null,null,null,9,null,null,null,null,220,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34,null,null,null,null,null,167,null,null,null,null,null,null,null,null,null,null,null,null,"211051276",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,48,null,null,null,null,"Mount Dandenong - Olinda",null,null,null,41,null,95,null,null,null,60,null,null,null,null,null,5,null,null,null,null,115,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19,null,null,null,null,null,75,null,null,null,null,null,null,null,null,null,null,null,null,"211051282",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,48,null,null,null,null,"Montrose",null,null,null,35,null,81,null,null,null,51,null,null,null,null,null,5,null,null,null,null,103,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13,null,null,null,null,null,65,null,null,null,null,null,null,null,null,null,null,null,null,"211051280",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,175,null,null,null,null,"Mooroolbark",null,null,null,138,null,302,null,null,null,176,null,null,null,null,null,29,null,null,null,null,379,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64,null,null,null,null,null,245,null,null,null,null,null,null,null,null,null,null,null,null,"211051281",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,72,null,null,null,null,"Yarra Valley",null,null,null,81,null,172,null,null,null,151,null,null,null,null,null,8,null,null,null,null,231,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48,null,null,null,null,null,155,null,null,null,null,null,null,null,null,null,null,null,null,"211051286",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,155,null,null,null,null,"Beaconsfield - Officer",null,null,null,136,null,322,null,null,null,184,null,null,null,null,null,56,null,null,null,null,398,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54,null,null,null,null,null,261,null,null,null,null,null,null,null,null,null,null,null,null,"212011287",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
