births_2017_18, births_2016_17, erp_change_number_2018_19, erp_change_per_cent_2018_19, deaths_2018_19, sa2_name_2016, internal_departures_2018_19, pop_density_2019_people_per_km2, gccsa_name_2016, natural_increase_2018_19, overseas_departures_2018_19, natural_increase_2017_18, overseas_departures_2017_18, internal_arrivals_2017_18, deaths_2017_18, internal_arrivals_2016_17, state_name_2016, internal_departures_2016_17, deaths_2016_17, erp_2017, erp_2018, erp_2019, net_internal_migration_2017_18, net_overseas_migration_2016_17, sa3_name_2016, net_internal_migration_2018_19, net_overseas_migration_2018_19, overseas_arrivals_2016_17, area_km2, overseas_arrivals_2017_18, state_code_2016, erp_2008, erp_2009, erp_2006, erp_2007, net_internal_migration_2016_17, erp_2012, erp_2011, erp_2010, erp_2016, erp_2015, erp_2014, erp_2013, sa4_name_2016, overseas_arrivals_2018_19, internal_departures_2017_18, natural_increase_2016_17, sa2_maincode_2016, sa4_code_2016, overseas_departures_2016_17, erp_2001, erp_2003, erp_2002, erp_2005, erp_2004, internal_arrivals_2018_19, gccsa_code_2016, net_overseas_migration_2017_18, births_2018_19, sa3_code_2016
277,269,200,0.928300023078918,141,"Ringwood East",2308,2314.93994140625,"Greater Melbourne",135,179,144,162,1944,133,1861,"Victoria",1984,133,21341,21544,21744,-226,297,"Maroondah",-214,279,442,9.39290046691895,447,2,19067,19378,18532,18846,-123,19818,19670,19454,21031,20657,20300,19976,"Melbourne - Outer East",458,2170,136,"211031267",211,145,18448,18370,18389,18470,18353,2094,"2GMEL",285,276,21103
97,97,-23,-0.227699995040894,65,"Ringwood North",905,2129.91723632812,"Greater Melbourne",16,52,27,43,761,70,679,"Victoria",706,68,10062,10099,10076,-52,69,"Maroondah",-95,56,104,4.73070001602173,105,2,9599,9637,9541,9569,-27,9711,9658,9660,9991,9910,9857,9775,"Melbourne - Outer East",108,813,29,"211031268",211,35,9519,9497,9515,9530,9504,810,"2GMEL",62,81,21103
263,250,176,1.07529997825623,98,"Croydon - East",1993,2042.79956054688,"Greater Melbourne",133,100,156,91,2006,107,1840,"Victoria",1823,97,16059,16367,16543,-6,165,"Maroondah",-112,155,246,8.09819984436035,249,2,13366,13721,12945,13120,17,14349,14110,13879,15724,15363,15012,14632,"Melbourne - Outer East",255,2012,153,"211031450",211,81,12347,12601,12484,12829,12683,1881,"2GMEL",158,231,21103
168,187,248,1.72010004520416,127,"Croydon - West",1458,2157.43090820312,"Greater Melbourne",56,77,39,70,1653,129,1479,"Victoria",1320,115,14163,14418,14666,94,127,"Maroondah",73,119,189,6.79790019989014,192,2,11397,11622,10991,11191,159,12062,11738,11666,13805,13343,12891,12475,"Melbourne - Outer East",196,1559,72,"211031451",211,62,10458,10790,10626,10875,10849,1531,"2GMEL",122,183,21103
77,72,34,0.691600024700165,20,"Croydon South",517,1733.193359375,"Greater Melbourne",37,25,57,23,426,20,401,"Victoria",448,23,4899,4916,4950,-78,41,"Maroondah",-41,38,61,2.85599994659424,61,2,4469,4574,4330,4387,-47,4692,4678,4647,4856,4824,4785,4728,"Melbourne - Outer East",63,504,49,"211031452",211,20,4463,4376,4418,4335,4356,476,"2GMEL",38,57,21103
132,122,89,0.781599998474121,93,"Forest Hill",1153,2819.517578125,"Greater Melbourne",15,120,39,110,950,93,955,"Victoria",951,117,11283,11387,11476,-126,200,"Whitehorse - East",-114,188,298,4.07019996643066,301,2,10180,10321,10010,10124,4,10483,10430,10370,11074,10874,10772,10636,"Melbourne - Outer East",308,1076,5,"211041269",211,98,9976,9963,9965,9976,9973,1039,"2GMEL",191,108,21104
133,138,-7,-0.050500001758337,25,"Narre Warren South (East)",1355,2228.79565429688,"Greater Melbourne",92,60,106,54,1259,27,1147,"Victoria",1257,20,13814,13871,13864,-144,93,"Casey - South",-190,91,141,6.22039985656738,149,2,12413,12828,11480,11978,-110,13296,13157,13045,13713,13604,13561,13476,"Melbourne - South East",151,1403,118,"212031457",212,48,5948,9071,7538,10714,9973,1165,"2GMEL",95,117,21203
227,232,135,0.776199996471405,75,"Mitcham (Vic.)",1917,2644.74658203125,"Greater Melbourne",120,184,145,173,1711,82,1431,"Victoria",1528,58,17162,17392,17527,-156,226,"Whitehorse - East",-236,251,405,6.62709999084473,414,2,15102,15208,14852,14976,-97,15804,15346,15265,16859,16686,16482,16205,"Melbourne - Outer East",435,1867,174,"211041270",211,179,14232,14524,14378,14734,14635,1681,"2GMEL",241,195,21104
171,175,86,0.669799983501434,84,"Nunawading",1368,2545.04272460938,"Greater Melbourne",64,161,92,145,1083,79,1016,"Victoria",1080,84,12651,12839,12925,-160,261,"Whitehorse - East",-227,249,396,5.07849979400635,401,2,10985,11200,10553,10846,-64,11576,11382,11276,12363,12089,11867,11742,"Melbourne - Outer East",410,1243,91,"211041271",211,135,10693,10526,10639,10466,10478,1141,"2GMEL",256,148,21104
134,116,134,1.19900000095367,67,"Vermont",1022,2453.46875,"Greater Melbourne",28,118,74,107,961,60,874,"Victoria",965,60,11041,11176,11310,-124,180,"Whitehorse - East",-76,182,275,4.60979986190796,292,2,9988,10147,9705,9860,-91,10392,10261,10214,10896,10750,10619,10517,"Melbourne - Outer East",300,1085,56,"211041272",211,95,9544,9522,9538,9561,9533,946,"2GMEL",185,95,21104
301,299,-26,-0.130199998617172,223,"Frankston North",2753,1506.23571777344,"Greater Melbourne",42,65,96,59,2508,205,2101,"Victoria",2284,198,19966,19966,19940,-200,109,"Frankston",-169,101,161,13.2383003234863,163,2,19289,19458,19105,19160,-183,19682,19620,19581,19939,19827,19777,19725,"Mornington Peninsula",166,2708,101,"214011372",214,52,20230,19605,19923,19255,19511,2584,"2GMEL",104,265,21401
68,95,0,0.0,116,"Vermont South",987,2003.23425292969,"Greater Melbourne",-37,125,-39,114,871,107,855,"Victoria",905,113,12347,12388,12388,-102,164,"Whitehorse - East",-141,178,288,6.18400001525879,296,2,11906,11968,11905,11915,-50,11946,11891,11964,12251,12143,12070,12004,"Melbourne - Outer East",303,973,-18,"211041273",211,124,12228,11988,12120,11865,11928,846,"2GMEL",182,79,21104
139,134,396,3.60430002212524,53,"Chirnside Park",1011,512.692321777344,"Greater Melbourne",110,43,97,38,1146,42,1094,"Victoria",871,47,10645,10987,11383,178,69,"Yarra Ranges",221,65,104,22.2024002075195,105,2,9307,9387,9212,9251,223,9497,9422,9420,10266,9941,9711,9590,"Melbourne - Outer East",108,968,87,"211051275",211,35,8807,9078,9003,9135,9074,1232,"2GMEL",67,163,21105
141,151,126,0.8682000041008,107,"Healesville - Yarra Glen",956,39.6132011413574,"Greater Melbourne",58,27,52,24,1086,89,875,"Victoria",755,116,14304,14512,14638,114,43,"Yarra Ranges",28,40,65,369.523590087891,66,2,12721,12991,12539,12571,120,13370,13175,13135,14106,13900,13754,13597,"Melbourne - Outer East",67,972,35,"211051276",211,22,11841,12291,12049,12532,12403,984,"2GMEL",42,165,21105
109,108,-38,-0.363599985837936,41,"Belgrave - Selby",945,187.127502441406,"Greater Melbourne",83,35,75,31,867,34,736,"Victoria",856,31,10463,10452,10414,-142,53,"Yarra Ranges",-176,55,81,55.6519012451172,87,2,10495,10504,10510,10531,-120,10416,10414,10475,10453,10429,10424,10423,"Melbourne - Outer East",90,1009,77,"211051274",211,28,10742,10743,10769,10565,10685,769,"2GMEL",56,124,21105
121,139,177,1.83309996128082,72,"Kilsyth",983,1192.94885253906,"Greater Melbourne",61,24,11,22,1091,110,970,"Victoria",927,111,9580,9656,9833,28,39,"Yarra Ranges",80,36,58,8.242600440979,59,2,8668,8737,8602,8625,43,8918,8773,8768,9470,9280,9139,9047,"Melbourne - Outer East",60,1063,28,"211051277",211,19,8661,8622,8626,8576,8599,1063,"2GMEL",37,133,21105
80,78,-16,-0.223700001835823,81,"Montrose",581,677.030517578125,"Greater Melbourne",-8,16,30,15,563,50,545,"Victoria",520,76,7131,7154,7138,-32,26,"Yarra Ranges",-34,26,40,10.5431003570557,40,2,6830,6921,6739,6772,25,6987,6966,6955,7078,7031,7011,7004,"Melbourne - Outer East",42,595,2,"211051280",211,14,6852,6791,6811,6738,6761,547,"2GMEL",25,73,21105
318,307,333,1.40359997749329,119,"Mooroolbark",2244,1917.90100097656,"Greater Melbourne",218,92,204,83,2091,114,2056,"Victoria",1983,95,23466,23724,24057,-93,154,"Yarra Ranges",-27,142,228,12.543399810791,230,2,20506,20870,19863,20181,73,21525,21321,21073,23027,22604,22208,21824,"Melbourne - Outer East",234,2184,212,"211051281",211,74,19556,19524,19549,19690,19550,2217,"2GMEL",147,337,21105
82,107,60,0.591899991035461,34,"Mount Dandenong - Olinda",816,124.506698608398,"Greater Melbourne",55,31,45,27,841,37,734,"Victoria",839,34,10127,10137,10197,-83,50,"Yarra Ranges",-41,46,75,81.8992004394531,75,2,9903,9974,9778,9843,-105,10062,10060,10035,10109,10066,10065,10064,"Melbourne - Outer East",77,924,73,"211051282",211,25,9787,9764,9769,9769,9762,775,"2GMEL",48,89,21105
232,264,35,0.196400001645088,40,"Narre Warren South (West)",2050,2635.38452148438,"Greater Melbourne",200,137,184,124,1686,48,1534,"Victoria",1754,51,17718,17825,17860,-294,212,"Casey - South",-378,213,324,6.77699995040894,341,2,16150,16405,14680,15546,-220,16755,16483,16512,17513,17321,17126,16968,"Melbourne - South East",350,1980,213,"212031458",212,112,8362,11753,9828,13780,12711,1672,"2GMEL",217,240,21203
112,144,90,0.881699979305267,33,"Mount Evelyn",881,606.142700195312,"Greater Melbourne",96,23,73,21,818,39,721,"Victoria",786,28,10170,10208,10298,-70,38,"Yarra Ranges",-40,34,56,16.9894008636475,56,2,9466,9561,9395,9427,-65,9695,9615,9597,10081,9941,9839,9768,"Melbourne - Outer East",57,888,116,"211051283",211,18,9396,9356,9378,9357,9350,841,"2GMEL",35,129,21105
102,105,-25,-0.248799994587898,24,"Upwey - Tecoma",913,1127.35778808594,"Greater Melbourne",107,25,71,23,722,31,679,"Victoria",790,29,10041,10048,10023,-102,36,"Yarra Ranges",-170,38,56,8.890700340271,61,2,10072,10095,10096,10070,-111,10045,10067,10085,10040,10019,10017,10026,"Melbourne - Outer East",63,824,76,"211051284",211,20,10357,10310,10360,10148,10256,743,"2GMEL",38,131,21105
100,91,12,0.149000003933907,29,"Wandin - Seville",630,72.1844024658203,"Greater Melbourne",73,8,70,7,589,30,594,"Victoria",594,30,7959,8055,8067,13,14,"Yarra Ranges",-73,12,20,111.755500793457,20,2,7446,7560,7316,7372,0,7658,7646,7608,7884,7798,7748,7700,"Melbourne - Outer East",20,576,61,"211051285",211,6,7112,7227,7190,7241,7241,557,"2GMEL",13,102,21105
195,196,85,0.50739997625351,98,"Yarra Valley",1270,23.0706996917725,"Greater Melbourne",87,22,97,20,1232,98,1097,"Victoria",1164,122,16665,16751,16836,-44,36,"Yarra Ranges",-34,32,53,729.758178710938,53,2,16078,16227,15820,15949,-67,16409,16347,16318,16622,16537,16496,16460,"Melbourne - Outer East",54,1276,74,"211051286",211,17,15932,15865,15928,15788,15831,1236,"2GMEL",33,185,21105
433,412,1017,4.69960021972656,80,"Pakenham - North",2845,608.710571289062,"Greater Melbourne",356,76,359,69,3300,74,2807,"Victoria",2077,74,20564,21640,22657,597,126,"Cardinia",544,117,187,37.2212982177734,189,2,9192,10416,7621,8247,730,14397,12999,11740,19370,18074,16974,15782,"Melbourne - South East",193,2703,338,"212011291",212,61,6251,6472,6294,7062,6966,3389,"2GMEL",120,436,21201
534,548,1021,3.18199992179871,141,"Pakenham - South",3707,665.388488769531,"Greater Melbourne",374,179,376,162,4051,158,3393,"Victoria",2698,160,30959,32087,33108,468,296,"Cardinia",369,278,441,49.7574005126953,446,2,15787,17761,12437,14078,695,23781,21687,19806,29580,28050,26800,25571,"Melbourne - South East",457,3583,388,"212011292",212,145,7186,8598,7514,11197,9869,4076,"2GMEL",284,515,21201
173,140,-15,-0.1199000030756,60,"Endeavour Hills - North",1225,863.581726074219,"Greater Melbourne",88,62,108,57,1011,65,964,"Victoria",1153,71,12483,12515,12500,-175,104,"Casey - North",-199,96,154,14.4745998382568,156,2,12279,12371,12283,12260,-189,12468,12459,12425,12499,12477,12475,12477,"Melbourne - South East",158,1186,69,"212021453",212,50,12477,12396,12429,12325,12374,1026,"2GMEL",99,148,21202
191,242,136,0.565699994564056,190,"Berwick - North",2469,1224.22521972656,"Greater Melbourne",38,161,-14,145,2199,205,1972,"Victoria",2124,167,23999,24040,24176,-201,252,"Casey - North",-151,249,382,19.7479991912842,401,2,22326,22695,21547,21826,-152,23183,23042,22909,23824,23614,23455,23336,"Melbourne - South East",410,2400,75,"212021293",212,130,19094,20228,19611,21209,20807,2318,"2GMEL",256,228,21202
173,179,-48,-0.34060001373291,43,"Endeavour Hills - South",1419,2513.5576171875,"Greater Melbourne",117,105,138,95,1049,35,977,"Victoria",1292,53,14140,14092,14044,-351,169,"Casey - North",-327,162,253,5.58729982376099,260,2,14483,14398,14578,14490,-315,14184,14191,14308,14160,14139,14156,14177,"Melbourne - South East",267,1400,126,"212021454",212,84,14934,14788,14828,14686,14758,1092,"2GMEL",165,160,21202
110,121,-21,-0.169900000095367,84,"Clarinda - Oakleigh South",1001,1951.69787597656,"Greater Melbourne",34,106,16,96,791,94,751,"Victoria",937,80,12354,12361,12340,-176,176,"Dandenong",-219,164,261,6.32270002365112,263,2,12224,12223,12334,12241,-186,12218,12199,12234,12323,12290,12272,12248,"Melbourne - South East",270,967,41,"212041309",212,85,12807,12500,12626,12367,12455,782,"2GMEL",167,118,21204
364,380,579,2.03159999847412,50,"Berwick - South",3364,1957.49645996094,"Greater Melbourne",279,207,318,187,3267,46,2675,"Victoria",2467,48,27742,28500,29079,111,328,"Casey - North",-21,321,496,14.8551998138428,516,2,20093,21880,16331,18333,208,24316,23681,23118,26874,25990,25336,24806,"Melbourne - South East",528,3156,332,"212021294",212,168,8433,12086,10348,15001,13412,3343,"2GMEL",329,329,21202
197,181,26,0.18350000679493,45,"Narre Warren - North East",1362,2912.39233398438,"Greater Melbourne",128,82,168,74,1267,29,1077,"Victoria",1266,41,14048,14169,14195,-176,130,"Casey - North",-227,125,196,4.87400007247925,203,2,13755,13731,13556,13644,-189,13705,13657,13698,13967,13890,13838,13771,"Melbourne - South East",207,1443,140,"212021455",212,66,12517,13170,12909,13517,13446,1135,"2GMEL",129,173,21202
195,205,64,0.524200022220612,79,"Doveton",1652,2363.38427734375,"Greater Melbourne",110,134,118,122,1504,77,1438,"Victoria",1573,93,12067,12210,12274,-187,223,"Casey - North",-255,209,332,5.19339990615845,334,2,9979,10192,9672,9823,-135,10919,10695,10436,11867,11665,11484,11207,"Melbourne - South East",343,1691,112,"212021295",212,109,10072,9918,9987,9769,9834,1397,"2GMEL",212,189,21202
174,175,138,1.18659996986389,93,"Hallam",1401,1460.68395996094,"Greater Melbourne",71,128,61,116,1100,113,1061,"Victoria",1189,70,11525,11630,11768,-160,213,"Casey - North",-133,200,318,8.05650043487549,320,2,10228,10430,9923,10038,-128,10757,10628,10582,11335,11125,11017,10885,"Melbourne - South East",328,1260,105,"212021297",212,105,8977,9519,9267,9855,9697,1268,"2GMEL",204,164,21202
241,238,120,0.805999994277954,84,"Narre Warren - South West",2043,1612.93444824219,"Greater Melbourne",133,148,169,133,1851,72,1404,"Victoria",1606,79,14736,14889,15009,-252,235,"Casey - North",-242,229,355,9.30539989471436,369,2,12987,13138,12814,12912,-202,13495,13297,13252,14544,14230,14016,13744,"Melbourne - South East",377,2103,159,"212021456",212,120,12168,12514,12338,12755,12729,1801,"2GMEL",236,217,21202
71,56,97,1.13460004329681,69,"Narre Warren North",649,251.274398803711,"Greater Melbourne",-6,30,-5,27,743,76,674,"Victoria",530,75,8357,8549,8646,150,49,"Casey - North",57,46,74,34.4085998535156,74,2,6695,6963,6388,6493,144,7377,7216,7096,8183,7909,7712,7524,"Melbourne - South East",76,593,-19,"212021299",212,25,5422,5789,5577,6279,6014,706,"2GMEL",47,63,21202
318,331,38,0.178599998354912,95,"Cranbourne",2953,1635.75646972656,"Greater Melbourne",217,141,221,127,2537,97,2258,"Victoria",2508,72,21130,21271,21309,-305,233,"Casey - South",-399,220,349,13.0270004272461,352,2,17059,18016,15071,15913,-250,19510,19169,18859,20888,20568,20250,19926,"Melbourne - South East",361,2842,259,"212031300",212,116,13392,13766,13480,14665,14282,2554,"2GMEL",225,312,21203
192,211,461,3.33410000801086,49,"Clayton South",1498,1799.94958496094,"Greater Melbourne",140,397,131,365,1197,61,899,"Victoria",1463,57,13507,13827,14288,-429,621,"Dandenong",-294,615,960,7.93800020217896,983,2,11456,11884,10961,11068,-564,12569,12254,12078,13296,13141,13000,12823,"Melbourne - South East",1012,1626,154,"212041310",212,339,11290,11009,11132,10947,10961,1204,"2GMEL",618,189,21204
868,681,7818,18.8927001953125,119,"Cranbourne East",3137,1147.09460449219,"Greater Melbourne",879,281,769,255,8543,99,8054,"Victoria",1747,79,34130,41381,49199,6037,467,"Casey - South",6503,436,694,42.8900985717773,700,2,5350,6211,4230,4858,6307,10356,8344,6844,26754,21199,16034,12532,"Melbourne - South East",717,2506,602,"212031301",212,227,1123,2192,1562,3425,2749,9640,"2GMEL",445,998,21203
394,438,1019,4.26630020141602,41,"Cranbourne North",2996,2432.173828125,"Greater Melbourne",390,174,346,157,3387,48,2934,"Victoria",2104,45,22497,23885,24904,766,289,"Casey - South",359,270,429,10.2393999099731,433,2,11516,12536,9886,10632,830,15944,14826,13655,20985,19505,18101,16945,"Melbourne - South East",444,2621,393,"212031302",212,140,9876,9462,9611,9565,9559,3355,"2GMEL",276,431,21203
146,135,1717,16.7430992126465,84,"Cranbourne South",1045,146.603805541992,"Greater Melbourne",104,24,90,22,1653,56,876,"Victoria",705,69,9392,10255,11972,736,39,"Casey - South",1577,36,58,81.6623001098633,59,2,5419,5833,5070,5141,171,7357,6880,6311,9116,8703,8355,7950,"Melbourne - South East",60,917,66,"212031303",212,19,4798,4764,4776,4925,4851,2622,"2GMEL",37,188,21203
438,421,1151,6.18680000305176,55,"Cranbourne West",2133,1531.62084960938,"Greater Melbourne",388,130,400,118,2732,38,2285,"Victoria",1406,56,17145,18604,19755,853,216,"Casey - South",560,203,322,12.898099899292,324,2,8208,8571,7584,7880,879,9933,9000,8837,15685,13995,12651,11210,"Melbourne - South East",333,1879,365,"212031304",212,106,4022,5831,4872,7238,6607,2693,"2GMEL",206,443,21203
598,605,361,1.06379997730255,257,"Dandenong",4305,554.717224121094,"Greater Melbourne",295,641,391,581,3478,207,3341,"Victoria",4095,217,33396,33934,34295,-868,1062,"Dandenong",-926,992,1581,61.8242988586426,1596,2,25250,25915,23246,24232,-754,28577,27414,26613,32700,31909,30987,29850,"Melbourne - South East",1633,4346,388,"212041311",212,519,22534,22687,22665,22980,22724,3379,"2GMEL",1015,552,21204
314,319,45,0.188199996948242,126,"Dandenong North",2414,2533.03735351562,"Greater Melbourne",178,229,177,207,1967,137,1868,"Victoria",2252,178,23820,23915,23960,-444,379,"Dandenong",-487,354,564,9.45899963378906,569,2,22965,23010,22847,22875,-384,23056,22949,22983,23684,23449,23302,23178,"Melbourne - South East",583,2411,141,"212041312",212,185,23088,22860,22990,22815,22832,1927,"2GMEL",362,304,21204
64,89,66,0.61760002374649,55,"Dingley Village",788,1484.46240234375,"Greater Melbourne",37,45,-17,41,694,81,605,"Victoria",678,59,10642,10687,10753,-10,74,"Dandenong",-41,70,111,7.24370002746582,113,2,10454,10505,10374,10420,-73,10597,10568,10549,10611,10603,10608,10616,"Melbourne - South East",115,704,30,"212041313",212,37,10390,10381,10395,10375,10370,747,"2GMEL",72,92,21204
410,362,1033,3.45989990234375,120,"Keysborough",2274,1020.13250732422,"Greater Melbourne",273,262,298,237,2444,112,2401,"Victoria",1775,138,28749,29856,30889,393,428,"Dandenong",354,406,641,30.2793998718262,653,2,19777,20489,18050,18929,626,21808,20848,20479,27471,25758,24327,23054,"Melbourne - South East",668,2051,224,"212041314",212,213,17094,16805,16860,17335,16922,2628,"2GMEL",416,393,21204
94,91,8,0.100900001823902,27,"Noble Park North",828,2112.09887695312,"Greater Melbourne",75,60,58,54,642,36,568,"Victoria",681,43,7906,7928,7936,-132,100,"Dandenong",-160,93,148,3.75740003585815,150,2,7764,7802,7804,7769,-113,7754,7753,7762,7871,7826,7783,7763,"Melbourne - South East",153,774,48,"212041316",212,48,8299,8028,8120,7861,7947,668,"2GMEL",96,102,21204
286,360,273,1.15470004081726,148,"Springvale",2302,2153.49560546875,"Greater Melbourne",171,525,146,476,1716,140,1392,"Victoria",1974,134,23256,23642,23915,-591,851,"Dandenong",-712,814,1295,11.1051998138428,1307,2,19586,19969,19033,19245,-582,20940,20712,20353,22761,22188,21505,21132,"Melbourne - South East",1339,2307,226,"212041317",212,444,18557,18603,18581,18716,18641,1590,"2GMEL",831,319,21204
208,234,770,2.87470006942749,182,"Clayton",2560,2927.89428710938,"Greater Melbourne",-10,2832,71,2586,1424,137,1489,"Victoria",2478,150,25484,26785,27555,-1096,2717,"Monash",-1340,2120,5061,9.41119956970215,4912,2,16836,17285,16442,16732,-989,19686,18698,17583,23672,22510,21471,20645,"Melbourne - South East",4952,2520,84,"212051320",212,2344,14237,15249,14707,15933,15447,1220,"2GMEL",2326,172,21205
164,163,36,0.269199997186661,61,"Springvale South",1247,2940.35083007812,"Greater Melbourne",85,197,88,178,971,76,855,"Victoria",1179,72,13321,13372,13408,-349,327,"Dandenong",-354,305,487,4.55999994277954,490,2,12452,12650,12064,12217,-324,12764,12687,12715,13227,13065,12964,12844,"Melbourne - South East",502,1320,91,"212041318",212,160,11607,11603,11602,11738,11678,893,"2GMEL",312,146,21204
242,251,119,0.881399989128113,120,"Noble Park - East",1782,3615.51318359375,"Greater Melbourne",130,286,163,259,1459,79,1258,"Victoria",1650,100,13301,13501,13620,-415,469,"Dandenong",-453,442,700,3.7671000957489,711,2,10947,11381,10284,10660,-392,12116,11931,11639,13073,12801,12581,12331,"Melbourne - South East",728,1874,151,"212041459",212,231,9827,9945,9884,10088,10023,1329,"2GMEL",452,250,21204
312,306,186,0.930400013923645,172,"Noble Park - West",2277,4208.572265625,"Greater Melbourne",101,329,155,298,1786,157,1703,"Victoria",2062,156,19769,19992,20178,-452,543,"Dandenong",-424,509,809,4.79449987411499,818,2,17143,17524,16740,16933,-359,18101,17873,17668,19435,19065,18686,18350,"Melbourne - South East",838,2238,150,"212041460",212,266,16718,16529,16634,16521,16526,1853,"2GMEL",520,273,21204
266,269,402,1.98969995975494,157,"Ashwood - Chadstone",2195,3071.53393554688,"Greater Melbourne",92,421,139,382,2132,127,1842,"Victoria",1921,120,19872,20204,20606,-276,494,"Monash",-140,450,843,6.70870018005371,851,2,16191,16560,15612,15966,-79,17522,16979,16658,19308,18835,18437,18002,"Melbourne - South East",871,2408,149,"212051319",212,349,14503,14710,14648,15243,14835,2055,"2GMEL",469,249,21205
138,162,68,0.30349999666214,115,"Glen Waverley - East",2334,2452.07055664062,"Greater Melbourne",22,539,28,496,1780,110,1522,"Victoria",2063,110,22293,22404,22472,-509,629,"Monash",-529,575,1077,9.16450023651123,1088,2,21294,21481,21180,21242,-541,21689,21561,21499,22153,22020,21922,21813,"Melbourne - South East",1114,2289,52,"212051321",212,448,21261,21112,21164,21086,21064,1805,"2GMEL",592,137,21205
153,168,277,1.33899998664856,123,"Glen Waverley - West",2138,2731.18115234375,"Greater Melbourne",7,657,6,605,1712,147,1702,"Victoria",2199,124,20442,20687,20964,-478,744,"Monash",-432,702,1290,7.67579984664917,1322,2,18837,19187,18359,18568,-497,19453,19303,19366,20151,19951,19799,19644,"Melbourne - South East",1359,2190,44,"212051322",212,546,17233,17587,17447,18012,17797,1706,"2GMEL",717,130,21205
185,183,230,1.14950001239777,111,"Mount Waverley - South",2054,2326.16137695312,"Greater Melbourne",40,407,49,375,1799,136,1742,"Victoria",1918,133,19637,20009,20239,-125,472,"Monash",-247,437,810,8.70059967041016,823,2,17350,17792,16737,16962,-176,18145,17889,17921,19291,18940,18698,18407,"Melbourne - South East",844,1924,50,"212051324",212,338,16422,16436,16441,16551,16493,1807,"2GMEL",448,151,21205
248,234,135,0.645900011062622,146,"Mulgrave",1881,1962.42150878906,"Greater Melbourne",54,234,97,212,1573,151,1450,"Victoria",1706,155,20663,20900,21035,-230,378,"Monash",-281,362,577,10.7188997268677,582,2,17641,18028,16866,17227,-256,18977,18517,18296,20462,20181,19874,19466,"Melbourne - South East",596,1803,79,"212051325",212,199,16951,16633,16788,16747,16648,1600,"2GMEL",370,200,21205
250,292,479,2.03060007095337,137,"Oakleigh - Huntingdale",2310,2366.52172851562,"Greater Melbourne",134,425,94,384,2061,156,1893,"Victoria",2190,163,23152,23589,24068,-331,703,"Monash",-314,659,1048,10.1702003479004,1058,2,20410,20805,19701,19988,-297,21448,21232,21049,22617,22225,21929,21662,"Melbourne - South East",1084,2392,129,"212051326",212,345,19135,19215,19156,19487,19339,1996,"2GMEL",674,271,21205
124,128,24,0.114200003445148,195,"Wheelers Hill",1640,2015.24987792969,"Greater Melbourne",-78,195,-66,181,1457,190,1277,"Victoria",1406,188,20976,21014,21038,-188,285,"Monash",-188,290,480,10.4393997192383,473,2,20431,20416,20627,20489,-129,20165,20125,20295,20880,20727,20450,20209,"Melbourne - South East",485,1645,-60,"212051327",212,195,21532,20944,21213,20642,20755,1452,"2GMEL",292,117,21205
130,136,72,0.851300001144409,54,"Ardeer - Albion",1120,1859.07629394531,"Greater Melbourne",85,146,74,132,958,56,824,"Victoria",990,71,8342,8458,8530,-190,241,"Brimbank",-240,227,360,4.5883002281189,364,2,6758,7087,6556,6559,-166,7520,7387,7334,8202,7937,7773,7668,"Melbourne - West",373,1148,65,"213011328",213,119,6640,6560,6597,6523,6523,880,"2GMEL",232,139,21301
260,249,388,2.39019989967346,86,"Yarraville",1484,2957.57861328125,"Greater Melbourne",186,154,188,142,1521,72,1340,"Victoria",1449,86,15891,16233,16621,-16,181,"Maribyrnong",36,166,309,5.61980009078979,312,2,13815,14030,13205,13536,-109,14556,14325,14185,15656,15330,15074,14791,"Melbourne - West",320,1537,163,"213031352",213,128,12573,12686,12549,13006,12854,1520,"2GMEL",170,272,21303
149,118,74,0.700200021266937,32,"Cairnlea",842,2415.51489257812,"Greater Melbourne",77,62,117,56,684,32,637,"Victoria",619,23,10421,10569,10643,-67,102,"Brimbank",-98,95,152,4.40609979629517,154,2,8121,8788,6322,7362,18,9550,9311,9099,10206,10040,9857,9698,"Melbourne - West",157,751,95,"213011329",213,50,366,2325,1133,5255,3742,744,"2GMEL",98,109,21301
495,506,209,0.72790002822876,88,"Deer Park - Derrimut",2812,1355.53186035156,"Greater Melbourne",352,276,419,250,2369,76,2459,"Victoria",2646,94,28218,28711,28920,-364,457,"Brimbank",-571,428,681,21.3348007202148,688,2,17051,19433,14072,15447,-187,24271,23136,21390,27536,26746,26157,25344,"Melbourne - West",704,2733,412,"213011330",213,224,13379,13171,13178,13644,13334,2241,"2GMEL",438,440,21301
92,106,-15,-0.169900000095367,50,"Delahey",897,2514.90502929688,"Greater Melbourne",64,55,37,50,638,55,632,"Victoria",756,61,8843,8831,8816,-135,81,"Brimbank",-164,85,125,3.50550007820129,136,2,9038,9003,9049,9042,-124,8777,8769,8896,8841,8815,8807,8792,"Melbourne - West",140,773,45,"213011331",213,44,8056,8665,8388,8954,8851,733,"2GMEL",86,114,21301
157,171,-76,-0.546400010585785,78,"Keilor Downs",1213,1806.07604980469,"Greater Melbourne",68,68,95,62,956,62,910,"Victoria",1123,73,13937,13910,13834,-230,109,"Brimbank",-249,105,163,7.6596999168396,170,2,14335,14281,14543,14406,-213,14130,14192,14232,13943,13960,14014,14070,"Melbourne - West",173,1186,98,"213011332",213,54,15322,15060,15215,14697,14864,964,"2GMEL",108,146,21301
